english_text,spanish_text
stop torturing yourself,deja de torturarte
study english every day,estudia inglés todos los días
suddenly i blacked out,de repente me desmayé
suddenly i blacked out,de repente perdí el conocimiento
sunday follows saturday,después del sábado viene el domingo
swimming is easy for me,nadar es fácil para mí
sydney is far from here,sidney está lejos de aquí
take a look at this map,fíjate en este mapa
take care of yourselves,¡cuídense
take heed of her advice,ten en cuenta su consejo
take heed of her advice,haz caso de su consejo
take heed of her advice,haz caso a lo que te ha dicho
take that off your head,sacate eso de la cabeza
take that off your head,sácate eso de la cabeza
take the money with you,lleve usted el dinero consigo
take things as they are,acepta las cosas como son
take whichever you want,toma el que quieras
teach me how to do that,enséñame como hacer eso
tell tom to take a seat,dile a tom que se vaya sentar
tell her that i am busy,dile que estoy ocupado
tell her that i am sick,dile que estoy enfermo
tell me about your plan,háblame acerca de tu plan
tell me about your wife,cuéntame acerca de tu esposa
tell me all the details,cuénteme todos los detalles
tell me whats going on,cuéntame qué pasa
thank you for breakfast,gracias por el desayuno
thank you for listening,gracias por escuchar
thank you for your gift,gracias por el regalo
thank you for your help,gracias por su ayuda
thank you for your help,gracias por vuestra ayuda
thank you for your time,gracias por su tiempo
thanks for sharing that,gracias por compartirlo
thanks for sharing this,gracias por compartirlo
thanks for your concern,gracias por preocuparte de mí
thanks for your support,gracias por tu apoyo
that applies to him too,eso aplica para él también
that book is a new,ese libro es un nuevo
that boy has black hair,ese chico tiene el pelo negro
that boy is intelligent,ese chico es inteligente
that boy showed no fear,ese muchacho no mostró ningún temor
that cake was delicious,ese pastel estaba delicioso
that candle isnt white,esa vela no es blanca
that changed everything,eso cambió todo
that changes everything,eso lo cambia todo
that coffee smells good,ese café huele bien
that couldnt be helped,eso no pudo evitarse
that doesnt make sense,eso no tiene sentido
that dog runs very fast,ese perro corre muy rápido
that factory makes toys,esa fábrica hace juguetes
that fish is not edible,ese pescado no es comestible
that girl is really shy,esa chica es muy tímida
that isnt funny at all,no es para nada gracioso
that isnt to my liking,eso no es de mi gusto
that isnt to my liking,eso no me gusta
that just sounds stupid,eso suena bastante tonto
that just sounds stupid,eso me parece un poco ridículo
that man was born lucky,ese hombre nació de pie
that noise distracts me,ese ruido me distrae
that painting is a copy,esa pintura es una copia
that sounds like french,eso suena a francés
that sounds pretty dumb,eso suena bastante estúpido
that was a big surprise,esa fue una gran sorpresa
that was foolish of tom,eso fue una insensatez de tom
that was my big mistake,eso fue mi gran error
that was my big mistake,ese fue mi gran error
that was the last straw,fue la gota que rebalsó el vaso
that wasnt so long ago,no fue hace mucho
that woman has two bags,esa mujer tiene dos bolsos
that wont be a problem,eso no será problema
that would be a problem,eso sería un problema
that would be dangerous,eso sería peligroso
that would be difficult,eso sería difícil
that would not be a lie,eso no sería mentira
thats a beautiful suit,es un hermoso traje
thats a brilliant idea,ésa es una idea brillante
thats a brilliant idea,es una buena idea
thats a very good idea,esa es una muy buena idea
thats a very tough job,es un trabajo muy difícil
thats altogether wrong,eso está todo malo
thats better isnt it,eso es mejor ¿o no
thats enough for today,es suficiente por hoy
thats my favorite song,ésa es mi canción favorita
thats not a good thing,no es algo bueno
thats not my signature,esa no es mi firma
thats not what i meant,eso no es lo que quise decir
thats not why i did it,no es por eso que lo hice
thats quite remarkable,eso es bastante memorable
thats the current plan,ese es el plan actual
thats the right answer,esa es la respuesta correcta
thats useful isnt it,eso sí es conveniente ¿no
thats what i told them,eso es lo que les dije
thats what i want most,esto es lo que más quiero
thats what tom told me,eso es lo que tomás me dijo
thats what tom told me,eso es lo que tomás me contó
thats what you all say,eso es lo que todos ustedes dicen
thats why i called you,por eso te llamé
thats why he got angry,es por eso que él se enojó
the czar was overthrown,el césar fue derrocado
the pope visited brazil,el papa visitó brasil
the spanish fired first,los españoles dispararon primero
the air in here is foul,el aire aquí está muy viciado
the airport is close by,el aeropuerto está cerca
the ambassador returned,el embajador está de vuelta
the auction ends monday,la subasta termina el lunes
the author is brazilian,el autor es brasileño
the baby began to crawl,el bebé comenzó a gatear
the baby cant walk yet,el bebé todavía no puede andar
the baby cant walk yet,el bebé no puede caminar todavía
the baby started to cry,el bebé empezó a llorar
the baby started to cry,el bebé se puso a llorar
the baby stopped crying,el bebé dejó de llorar
the babys name was tom,el nombre del bebé era tomás
the balloons are bright,los globos son brillantes
the bell rings at eight,la campana suena a las ocho
the bird is in its nest,el pájaro está en su nido
the box has holes in it,la caja está agujereada
the box is almost empty,la caja está casi vacía
the box is made of wood,la caja es de madera
the box was almost full,esa caja estaba casi llena
the boy began to scream,el niño empezó a gritar
the boy has a newspaper,el niño tiene un periódico
the boy is eating bread,el chico está comiendo pan
the boy kissed girl,el muchacho besó a la muchacha
the boy lay on sofa,el muchacho estaba tirado encima del sofá
the boy lay on sofa,el niño estaba echado encima del sofá
the boy remained silent,el chico se quedó callado
the boy remained silent,el niño se mantuvo en silencio
the boy remained silent,el chico guardó silencio
the broken doll is mine,la muñeca rota es mía
the bulb has burned out,se quemó la ampolleta
the bus hasnt come yet,el autobús todavía no ha llegado
the captain welcomed us,el capitán nos dio la bienvenida
the car battery is dead,la batería del auto está muerta
the castle is beautiful,el castillo es hermoso
the cat caught rats,el gato capturó a las ratas
the charge was not true,el cargo no era cierto
the climate is changing,el clima está cambiando
the climates very mild,el clima es muy templado
the contract was signed,se firmó el contrato
the criminal is nervous,el criminal está nervioso
the criminal is nervous,el delincuente está tenso
the crowd is going nuts,la multitud se está volviendo loca
the curtain caught fire,la cortina se prendió en llamas
the curtains are closed,las cortinas están cerradas
the desk drawer is open,el cajón del escritorio está abierto
the doctor is concerned,el doctor está preocupado
the doctor was sent for,mandaron a buscar un doctor
the dog is in house,el perro está en la casa
the dog knew its master,el perro conocía a su amo
the dog started barking,el perro empezó a ladrar
the dog started barking,la perra empezó a ladrar
the dog wagged its tail,el perro sacudía la cola
the dog wagged its tail,el perro meneaba la cola
the dog walked backward,el perro caminaba para atrás
the dogs collar is red,el collar del perro es rojo
the door is opening now,la puerta se está abriendo ahora
the facts are not clear,los hechos no son claros
the fire spread rapidly,el fuego se propagó rápidamente
the fish was very fresh,el pescado estaba muy fresco
the floor was very cold,el piso estaba muy frío
the flower is not black,la flor no es negra
the flowers withered up,las flores se marchitaron
the front door was open,la puerta delantera estaba abierta
the furniture was dusty,los muebles estaban polvorientos
the furniture was dusty,el mobiliario tenía polvo
the game begins at 230,el juego empieza a las dos y media
the game was called off,el juego fue cancelado
the grass needs cutting,hay que cortar el pasto
the heat was unbearable,el calor era insoportable
the hen has laid an egg,la gallina ha puesto un huevo
the holidays are coming,se acercan las vacaciones
the hotel is down there,el hotel está ahí
the hotel is down there,el hotel está allí abajo
the house is farther on,la casa está más allá
the house was in flames,la casa estaba en llamas
the imposter was caught,el impostor fue atrapado
the imposter was caught,el impostor fue capturado
the key is on table,la llave está sobre el escritorio
the key is on table,la llave está en mesa
the kids are having fun,los niños se están divirtiendo
the lady is over eighty,la mujer tiene más de ochenta años
the lagoon is very deep,la laguna es muy profunda
the landing was perfect,el aterrizaje fue perfecto
the lion is eating meat,el león come carne
the maid served tea,la doncella sirvió el té
the man is eating bread,el hombre está comiendo pan
the moon is already out,la luna ya salió
the news made him happy,la noticia le hizo feliz
the nights still young,la noche aún es joven
the noise was ceaseless,el ruido era incesante
the odds are against us,las chances están en nuestra contra
the old man lives alone,el hombre viejo vive solo
the old man looked wise,el anciano parecía sabio
the only answer was war,la única solución era guerra
the order came too late,el orden llegó demasiado tarde
the organization failed,la organización fracasó
the pain was unbearable,el dolor era insoportable
the party ended at nine,la fiesta terminó a las nueve
the pasty was delicious,la empanadilla estaba deliciosa
the pen is on table,la birome está sobre mesa
the policeman was drunk,el policía estaba borracho
the policeman was drunk,el policía tenía una curda encima
the pot is boiling over,la olla está hirviendo
the price is reasonable,el precio es razonable
the printer needs paper,la impresora necesita papel
the project is underway,el proyecto está en camino
the proverb is familiar,el proverbio es familiar
the radio will not work,la radio no funciona
the rest is left to you,¡te encargo el resto
the room is very gloomy,la habitación es muy oscura
the sale ends on monday,las rebajas acaban el lunes
the sea level is rising,el nivel del mar está subiendo
the ship dropped anchor,el barco echó anclas
the show starts at 230,el espectáculo comienza a las dos y media
the situation got worse,la situación empeoró
the sky is cloudy today,hoy el cielo está nublado
the sky is getting dark,el cielo se está nublando
the sky is getting dark,el cielo está oscureciendo
the sky is getting dark,el cielo se está oscureciendo
the sky will clear soon,el cielo se abrirá pronto
the sky will soon clear,el cielo se abrirá pronto
the sky will soon clear,el cielo pronto se despejará
the smell was offensive,el olor era desagradable
the snake shed its skin,la serpiente mudó su piel
the snowstorm continued,la tormenta de nieve no amainaba
the spoken word matters,la palabra hablada importa
the streets are flooded,las calles están inundadas
the sum of 5 and 3 is 8,la suma de 5 con 3 es 8
the sum of 5 and 3 is 8,la suma de 5 y 3 es 8
the sun melted snow,el sol derritió la nieve
the telephone is broken,el teléfono está roto
the title is misleading,el título es engañoso
the town fell into ruin,la ciudad quedó en las ruinas
the traffics congested,el tráfico está congestionado
the trail has gone cold,el rastro se ha enfriado
the train began to move,el tren echó a andar
the train has just gone,el tren acaba de salir
the train has just left,el tren se acaba de ir
the train leaves at six,el tren sale a las seis
the treaty was approved,el tratado fue aprobado
the tree grew very tall,el árbol creció muy alto
the trees were in a row,los árboles estaban en línea
the trip was really fun,el viaje fue verdaderamente divertido
the truth will come out,la verdad saldrá a luz
the universe is endless,el universo es infinito
the waiter was insolent,el camarero era un insolente
the war in europe ended,terminó la guerra en europa
the water began to boil,el agua empezó a hervir
the water is refreshing,el agua es refrescante
the weather is cold now,el clima está helado ahora
the weather is cold now,el tiempo está frío ahora
the weather is cold now,el tiempo es frío ahora
the weather is cold now,está haciendo tiempo frío
the weather is cold now,ahora hace tiempo frío
the weather is very bad,el tiempo está muy malo
the world changes a lot,el mundo cambia mucho
their muscles are stiff,tienen agujetas
their sales are growing,sus ventas están creciendo
there comes our teacher,ahí viene nuestro profesor
there have been hitches,ha habido dificultades
there is a fork missing,falta un tenedor
there is a page missing,falta una página
there isnt anyone here,aquí no hay nadie
there must be a pattern,debe haber un patrón
there were no railroads,no había vías férreas
theres a sandwich here,hay un sándwich aquí
theres been a burglary,ha habido un robo
theres got to be a way,debe haber una manera
theres got to be a way,tiene que haber un modo
theres no one like you,no hay nadie como tú
theres no right answer,no hay respuesta correcta
theres no time to lose,no hay tiempo que perder
theres no toilet paper,no hay papel higiénico
theres no toilet paper,no queda papel higiénico
theres no toilet paper,no queda rollo de papel
theres nobody like you,no hay nadie como tú
theres not enough time,no hay tiempo suficiente
theres nowhere to hide,no hay donde esconderse
theres someone outside,hay alguien afuera
theres something there,hay algo ahí
these apples taste good,estas manzanas están buenas
these apples taste good,estas manzanas saben bien
these are toms friends,estos son los amigos de tomás
these are the originals,estos son los originales
these dirty socks stink,estos calcetines sucios apestan
these flowers are dying,estas flores están muriendo
these gifts are for you,estos regalos son para ti
these grapes taste sour,estas uvas saben ácidas
these keys are not mine,estas llaves no son mías
these scissors cut well,estas tijeras cortan bien
these shoes fit my feet,estos zapatos me calzan
they abandoned the ship,abandonaron el barco
they abandoned the ship,ellas abandonaron el barco
they accepted the offer,ellos aceptaron la oferta
they accepted the offer,ellas aceptaron la oferta
they adopted the orphan,ellos adoptaron al huérfano
they all remembered tom,todos se acordaban de tom
they all remembered tom,todos se acordaron de tom
they all remembered tom,todos recordaban a tom
they all remembered tom,todos recordaron a tom
they ambushed the enemy,ellos tendieron una emboscada al enemigo
they are about to start,ellos están por empezar
they are all very happy,todos ellos son muy felices
they are bitter enemies,ellos son terribles enemigos
they are gathering nuts,ellos están recogiendo nueces
they are in the kitchen,ellos están en la cocina
they are making a salad,ellos preparan una ensalada
they are my old friends,ellos son mis viejos amigos
they are older than tom,ellas son mayores que tom
they are sensible girls,son chicas sensatas
they arrived separately,ellos llegaron por separado
they came to make peace,vinieron a hacer las paces
they chased others away,ellos ahuyentaron a los otros
they didnt act quickly,no actuaron con rapidez
they didnt make a deal,ellos no hicieron un trato
they didnt mistreat me,no me maltrataron
they do nothing but cry,no hacen más que llorar
they dont know my name,ellos no saben mi nombre
they dont speak french,ellos no hablan francés
they enjoyed themselves,ellos se divertían
they entered cautiously,entraron cuidadosamente
they entered cautiously,entraron de forma subrepticia
they entered cautiously,entraron cautelosamente
they entered cautiously,entraron en silencio
they entered cautiously,entraron sin meter ruido
they flattened his nose,le aplastaron la nariz
they fought for freedom,ellos pelearon por la libertad
they freed the prisoner,liberaron al prisionero
they got out of the car,ellos se bajaron del coche
they had a pillow fight,tuvieron una pelea de almohadas
they had good chemistry,tenían buena química
they had no place to go,ellos no tenían adonde ir
they have a large house,tienen una casa grande
they have already begun,ya han empezado
they have two daughters,tienen dos hijas
they know what happened,ellos saben qué ocurrió
they know what happened,ellos saben qué pasó
they lived a happy life,ellos vivían felices
they lived a happy life,tuvieron una vida feliz
they met in high school,ellos se conocieron en la secundaria
they moved ahead slowly,avanzaron lentamente
they mustve been tired,tienen que haber estado cansados
they mustve been tired,tienen que haber estado fatigados
they never listen to me,nunca me escuchan
they refused to help us,ellos se negaron a ayudarnos
they require extra help,ellos necesitan ayuda extra
they say hes very rich,se dice que es muy rico
they sell fish and meat,ellos venden pescado y carne
they shot him yesterday,lo balearon ayer
they think were a gang,creen que somos una banda
they took off after tom,corrieron detrás de tom
they took our passports,nos cogieron los pasaportes
they went up the stairs,ellos subieron las escaleras
they were put in prison,ellos fueron puestos en prisión
they were very confused,estaban muy confundidos
they will agree on that,ellos estarán de acuerdo en eso
they will never find us,ellos nunca nos encontrarán
theyre all chasing tom,todos ellos están persiguiendo a tom
theyre always fighting,ellos siempre están peleando
theyre always together,ellos siempre están juntos
theyre looking for tom,están buscando a tom
theyre looking for you,ellos te están buscando
theyre looking for you,os están buscando
theyre not coming back,no van a volver
theyre right behind me,están justo detrás de mí
theyre speaking french,ellos están hablando en francés
theyre taking pictures,ellos están sacando fotos
theyre waiting for you,te están esperando
theyre waiting outside,ellos están esperando afuera
things are looking good,las cosas se ven bien
think about your future,¡pensá en tu futuro
think about your future,¡piensa en tu futuro
think about your future,piensa en tu futuro
this account is correct,esta cuenta está bien
this animal is friendly,este animal es amigable
this battery is charged,esta batería está cargada
this bolt fits nut,este tornillo encaja con esta tuerca
this book belongs to me,este libro me pertenece
this book is a whodunit,este libro es una novela policíaca
this book is really old,este libro es realmente viejo
this book is very heavy,este libro es muy pesado
this book is very small,este libro es muy pequeño
this box is made of tin,esta caja está hecha de lata
this bread is delicious,este pan está delicioso
this car is my fathers,este es el auto de mi papá
this changes everything,esto cambia todo
this could be dangerous,esto podría ser peligroso
this dictionary is mine,este diccionario es mío
this discussion is over,esta discusión ha terminado
this does not bode well,esto no tiene buena pinta
this does not bode well,esto no es un buen presagio
this door will not open,esta puerta se niega a abrirse
this flower smells nice,esta flor huele bien
this food smells rotten,esta comida huele a podrido
this hat doesnt fit me,este sombrero no me queda bien
this heat is unbearable,este calor es insoportable
this house is very good,esta casa es muy buena
this is a japanese doll,es una muñeca japonesa
this is a japanese doll,esta es una muñeca japonesa
this is a gorgeous town,es una ciudad preciosa
this is a terrible idea,es una idea horrible
this is a very good tea,este es un muy buen té
this is a very new book,este es un libro muy nuevo
this is a very old book,este es un libro tremendamente viejo
this is a very old book,este es un libro muy viejo
this is all that i know,esto es todo lo que sé
this is by far the best,esta es por lejos la mejor
this is going perfectly,esto va a la perfección
this is his only chance,esta es su única oportunidad
this is how i cook fish,así es como cocino pescado
this is how it happened,así es como sucedió
this is just my opinion,esta es solo mi opinión
this is my new tricycle,este es mi nuevo triciclo
this is not a good idea,no es una buena idea
this is not about money,esto no es sobre dinero
this is not about money,no se trata de dinero
this is not good at all,esto no es nada bueno
this is our last chance,esta es nuestra última oportunidad
this is the ticket line,esta es la cola para sacar los billetes
this is why i fired him,por eso lo despedí
this is your big chance,esta es tu gran oportunidad
this isnt so difficult,eso no es tan difícil
this isnt the only key,esta no es la única llave
this might interest you,esto puede interesarte
this orange is too sour,esta naranja está demasiado agria
this place is beautiful,este lugar es hermoso
this problem baffles me,este problema me desconcierta
this problem baffles me,encuentro este problema desconcertante
this reminds me of home,esto me recuerda a casa
this river is beautiful,este río es hermoso
this room gets sunshine,a esta pieza le llega luz del sol
this shop belongs to me,esta tienda me pertenece
this situation is funny,esta situación es extraña
this situation is funny,esta situación es divertida
this smells like cheese,esto huele a queso
this sounds interesting,suena interesante
this sounds like french,esto suena a francés
this sounds like a trap,esto parece una trampa
this sounds like a trap,esto suena a una trampa
this steak is too tough,este filete está demasiado duro
this table isnt steady,esta mesa no está firme
this thing terrifies me,esta cosa me aterroriza
this turkey tastes good,este pavo sabe bien
this was all toms idea,todo fue idea de tomás
this watch is expensive,este reloj es caro
this will keep you warm,esto te mantendrá caliente
this will keep you warm,esto te dará calor
this wont happen again,esto no volverá a pasar
this would be a mistake,esto sería un error
those flowers have died,esas flores murieron
those flowers have died,esas flores han muerto
those things disgust me,esas cosas me dan asco
three of these are mine,tres de éstos son míos
three of these are mine,tres de éstas son mías
today i had a math test,hoy he tenido un examen de matemáticas
today is a fabulous day,hoy es un día fabuloso
today i saw a starling,hoy he visto un estornino
tom accepted my present,tom aceptó mi regalo
tom always plays to win,tom siempre juega a ganador
tom and i live together,tom y yo vivimos juntos
tom and i work together,tom y yo trabajamos juntos
tom and mary had to run,tom y mary tuvieron que correr
tom appeared very tired,tom parecía muy cansado
tom applied for the job,tom postuló al trabajo
tom asked mary for help,tom le pidió ayuda a mary
tom asked for a receipt,tom pidió una boleta
tom asked me about mary,tom me preguntó acerca de maría
tom bandaged marys arm,tom vendó el brazo de mary
tom begged mary to stay,tom le pidió a mary que se quedara
tom boiled the potatoes,tom hirvió las papas
tom bought a new camera,tom compró una cámara nueva
tom broke both his legs,tom se rompió las dos piernas
tom brought mary a gift,tom le trajo un regalo a mary
tom built his own house,tom construyó su propia casa
tom came here last week,tom vino aquí la semana pasada
tom came here yesterday,tom vino aquí ayer
tom came home very late,tom llegó a casa muy tarde
tom came home yesterday,tom vino ayer a casa
tom cant be that naive,tom no puede ser tan ingenuo
tom cant figure it out,tom no puede averiguarlo
tom cant find his keys,tom no encuentra sus llaves
tom cant have gone far,tom no puede estar lejos aún
tom cant have gone far,tom no puede haber ido lejos
tom cant hear anything,tom no oye nada
tom cant run very fast,tom no puede correr muy rápido
tom cant tell time yet,tomás no sabe decir la hora todavía
tom cant work tomorrow,tom no puede trabajar mañana
tom certainly is clumsy,tom es ciertamente patoso
tom certainly is skinny,tom desde luego está delgaducho
tom chopped some onions,tom rebanó algunas cebollas
tom clicked his fingers,tomás se chupó los dedos
tom closed the car door,tom cerró la puerta del auto
tom closed the curtains,tom corrió las cortinas
tom collected old coins,tom coleccionaba monedas antiguas
tom couldnt believe it,tom no podía creérselo
tom couldnt believe it,tomás no podía creerlo
tom couldnt say a word,tom no pudo decir ni una palabra
tom crossed his fingers,tomás cruzó los dedos
tom deserves a vacation,tom se merece unas vacaciones
tom deserves admiration,tom merece admiración
tom did a very good job,tomás hizo un muy buen trabajo
tom did the right thing,tom hizo lo correcto
tom did the unthinkable,tom hizo lo impensable
tom did worse this year,tom lo hizo peor este año
tom didnt believe mary,tom no le creyó a mary
tom didnt come did he,tomás no vino ¿verdad
tom didnt eat anything,tom no comió nada
tom didnt go to school,tom no fue a la escuela
tom didnt mention that,tom no mencionó eso
tom didnt say anything,tom no dijo nada
tom didnt seem to care,a tom no parecía importarle
tom didnt want my help,tomás no quería mi ayuda
tom didnt want to talk,tom no quería hablar
tom didnt want to wait,tom no quiso esperar
tom died monday morning,tom murió el lunes por la mañana
tom died in an accident,tom murió en un accidente
tom died when he was 97,tom murió cuando tenía 97 años
tom doesnt belong here,tom no pertenece aquí
tom doesnt do anything,tom no hace nada
tom doesnt have a clue,tom no tiene idea
tom doesnt have a visa,tom no tiene una visa
tom doesnt have a wife,tom no tiene una esposa
tom doesnt know french,tom no sabe francés
tom doesnt like coffee,a tom no le gusta el café
tom doesnt like my dog,a tom no le gusta mi perro
tom doesnt like school,a tom no le gusta la escuela
tom doesnt sound happy,tom no parece feliz
tom doesnt want to eat,tom no quiere comer
tom dove into the water,tom se zambulló en el agua
tom dyed his hair black,tom se ha teñido el pelo de negro
tom entered the kitchen,tom entró a la cocina
tom escaped from prison,tom huyó de prisión
tom eventually resigned,al final tom renunció
tom explained the rules,tom explicó las normas
tom felt a little dizzy,tom se sintió un poco mareado
tom felt like a new man,tom se sintió como un hombre nuevo
tom finally fell asleep,tom al fin se quedó dormido
tom finally found a job,finalmente tom encontró trabajo
tom gave mary a message,tom le entregó un mensaje a mary
tom gave mary some food,tom dio a mary algo de comida
tom gave mary some food,tom le dio algo de comida a mary
tom gave his dog a bath,tom bañó a su perro
tom gave me a ride home,tom me dio raite a mi casa
tom gave me some advice,tom me dio algunos consejos
tom gave me your number,tom me dio tu número
tom gives me the creeps,tom me da escalofríos
tom got angry with mary,tom se enojó con mary
tom got another message,tom recibió otro mensaje
tom got dressed quickly,tom se vistió rápidamente
tom got engaged to mary,tom se comprometió con mary
tom got into marys car,tom se subió al auto de mary
tom got into marys car,tom se subió al coche de mary
tom got on the elevator,tom se subió al ascensor
tom got out of the taxi,tom bajó del taxi
tom got out of the taxi,tom se bajó del taxi
tom had lunch with mary,tom almorzó con mary
tom had no options left,a tom no le quedaban más opciones
tom had nothing to hide,tom no tenía nada que esconder
tom had nothing to read,tom no tenía nada para leer
tom had to catch a taxi,tom tuvo que tomar un taxi
tom handed mary a knife,tom le pasó un cuchillo a mary
tom has a canadian wife,tom tiene una mujer canadiense
tom has a decent salary,tom tiene un salario decente
tom has a parttime job,tom tiene un trabajo a tiempo parcial
tom has a right to know,tom tiene derecho a saber
tom has already seen it,tom ya lo ha visto
tom has been texting me,tomás me estuvo mensajeando
tom has denied cheating,tom ha negado haber hecho trampas
tom has helped me a lot,tom me ayudó mucho
tom has his own bedroom,tom tiene su propio dormitorio
tom has never been sick,tom nunca estuvo enfermo
tom has never been sick,tom nunca ha estado enfermo
tom has no such problem,tomás no tiene ese tipo de problema
tom has nothing to hide,tom no tiene nada que esconder
tom has nothing to lose,tom no tiene nada que perder
tom has three daughters,tom tiene tres hijas
tom has three employees,tom tiene 3 empleados
tom has to get up early,tom tiene que levantarse temprano
tom has to get up early,tom tiene que levantarse pronto
tom has trouble reading,a tom le cuesta leer
tom has two girlfriends,tom tiene dos novias
tom has wavy brown hair,tom tiene pelo castaño ondulado
tom hasnt finished yet,tom no terminó todavía
tom hasnt unpacked yet,tom todavía no ha desempacado
tom heard the door open,tom escuchó la puerta abrirse
tom hid behind the door,tom se ocultó detrás de la puerta
tom hid under the table,tom se escondió debajo de la mesa
tom hugged mary tightly,tom abrazó con fuerza a mary
tom is marys boyfriend,tom es el novio de mary
tom is marys boyfriend,tom es el pololo de mary
tom is a french teacher,tom es profesor de francés
tom is a brave skydiver,tom es un valiente paracaidista
tom is a bright student,tom es un estudiante brillante
tom is a friend of mine,tom es un amigo mío
tom is a good guitarist,tom es un buen guitarrista
tom is a real gentleman,tomás es un verdadero caballero
tom is a real gentleman,tomás es un verdadero señor
tom is a sincere person,tom es una persona sincera
tom is a sloppy painter,tom es un pintor descuidado
tom is a social drinker,tom es un bebedor social
tom is a talented actor,tom es un actor talentoso
tom is a tax consultant,tom es asesor fiscal
tom is a very good cook,tom es muy buen cocinero
tom is a very smart boy,tom es un muchacho muy listo
tom is afraid of snakes,tom le tiene miedo a las serpientes
tom is allergic to cats,tom es alérgico a los gatos
tom is allergic to dust,tom es alérgico al polvo
tom is already standing,tom ya está levantado
tom is already standing,tom ya está de pie
tom is always very nice,tomás siempre es muy agradable
tom is back with his ex,tom ha vuelto con su ex
tom is biting his nails,tomás se está comiendo las uñas
tom is blind in one eye,tom es ciego de un ojo
tom is braver than i am,tom es más valiente que yo
tom is buried in boston,tom está enterrado en boston
tom is calm and patient,tom es tranquilo y paciente
tom is clearly worn out,tom está claramente agotado
tom is doing the dishes,tom está preparando el plato
tom is driving too slow,tom está conduciendo demasiado lento
tom is eating lunch now,tom está almorzando ahora
tom is eating spaghetti,tom está comiendo espagueti
tom is extremely clumsy,tom es extremadamente tosco
tom is feeding the cows,tom está alimentando a las vacas
tom is feeling nauseous,tom se siente mareado
tom is fluent in french,tom habla fluidamente francés
tom is getting restless,tom se está poniendo inquieto
tom is going to harvard,tom se va a harvard
tom is good at handball,a tomás se le da bien el balonmano
tom is good at swimming,tom es bueno para nadar
tom is good at swimming,a tom se le da bien nadar
tom is helping his wife,tom le está ayudando a su esposa
tom is hiding from mary,tom se está escondiendo de mary
tom is hiding from them,tom se está escondiendo de ellos
tom is hiding something,tom está ocultando algo
tom is hiding somewhere,tom se está ocultando en algún lugar
tom is honest isnt he,tom es honesto ¿no
tom is hyperventilating,tom está hiperventilando
tom is in marys office,tom está en la oficina de maría
tom is in enormous pain,tom tiene un enorme dolor
tom is in love with you,tom está enamorado de vos
tom is in the clubhouse,tom está en la sede del club
tom is in the mess hall,tom está en la cantina
tom is in the warehouse,tom está dentro del almacén
tom is indebted to mary,tom está en deuda con mary
tom is insanely jealous,tom es terriblemente celoso
tom is kissing his wife,tom está besando a su esposa
tom is lazy and spoiled,tom es vago y malcriado
tom is learning english,tom está estudiando inglés
tom is learning english,tom está aprendiendo inglés
tom is living his dream,tom está viviendo su sueño
tom is looking for mary,tom está buscando a mary
tom is looking for work,tom está buscando trabajo
tom is making breakfast,tom está preparando el desayuno
tom is manipulating you,tom te está manipulando
tom is missing a finger,a tomás le falta un dedo
tom is my older brother,tom es mi hermano mayor
tom is not a lazy child,tom no es un chico vago
tom is picking his nose,tom se está escudriñando la nariz
tom is preparing supper,tom está preparando la cena
tom is proud of his son,tom está orgulloso de su hijo
tom is quite inflexible,tom es bastante inflexible
tom is quite photogenic,tom es bastante fotogénico
tom is rather eccentric,tom es más bien excéntrico
tom is riding a bicycle,tom está andando en una bicicleta
tom is right of course,por supuesto que tomás tiene razón
tom is right of course,por supuesto que tomás está en lo cierto
tom is saying something,tom está diciendo algo
tom is scared of ghosts,tom le tiene miedo a los fantasmas
tom is shouting at mary,tom le está gritando a mary
tom is smoking his pipe,tom fuma en su pipa
tom is still a bachelor,tomás todavía hace vida de soltero
tom is still a prisoner,tom aún es un prisionero
tom is still just a boy,tom es sólo un niño todavía
tom is still unemployed,tomás todavía está desocupado
tom is still unemployed,tomás todavía no tiene trabajo
tom is sweating heavily,tom está sudando con intensidad
tom is taller than i am,tom es más alto que yo
tom is the real problem,el verdadero problema es tom
tom is the team manager,tomás es manager del equipo
tom is thinking it over,tom lo está pensando
tom is thinking it over,tom lo está reflexionando
tom is thirty years old,tom tiene treinta años
tom is tidying his room,tom está ordenando su pieza
tom is tidying his room,tom está ordenando su habitación
tom is too lazy to cook,tom es demasiado vago para cocinar
tom is training his dog,tom está entrenando a su perro
tom is upset about this,tomás está enfadado por esto
tom is upset about this,tomás esta enojado por esto
tom is very hardworking,tom es muy trabajador
tom is very incompetent,tom es muy incompetente
tom is very intelligent,tom es muy inteligente
tom is very interesting,tom es muy interesante
tom is watching a video,tom está viendo un vídeo
tom is with his friends,tom está con sus amigos
tom is with his parents,tom está con sus padres
tom is young and strong,tom es joven y fuerte
tom isnt marys cousin,ton no es el primo de mary
tom isnt a good person,tom no es una buena persona
tom isnt a good singer,tomás no es un buen cantante
tom isnt a good worker,tomás no es un buen trabajador
tom isnt a kid anymore,tomás ya no es más un niño
tom isnt being careful,tom no está siendo cuidadoso
tom isnt in his office,tom no está en su oficina
tom isnt self employed,tomás no trabaja por su cuenta
tom isnt self employed,tom no es un trabajador autónomo
tom isnt that far away,tomás no está muy lejos de aquí
tom isnt very sociable,tom no es muy sociable
tom isnt wearing socks,tomás no está usando medias
