English,Portuguese
She saved a hundred dollars.,Ela economizou cem dólares.
It's a secret.,É um segredo.
They were watching television.,Eles estavam assistindo televisão.
What did she say?,O que ela disse?
He gave his children a good education.,Ele deu a seus filhos uma boa formação.
"If geometry is the science of space, what is the science of time?","Se geometria é a ciência do espaço, qual é a ciência do tempo?"
I have been busy.,Estive ocupado.
I'm from America.,Eu sou dos Estados Unidos.
Today was fun.,Hoje foi divertido.
I like playing golf.,Eu gosto de jogar golfe.
Do you go to school by bus on rainy days?,Você vai para a escola de ônibus em dias chuvosos?
He has a good reputation.,Ele tem boa reputação.
Soccer is very popular in Spain.,Futebol é muito popular na Espanha.
We swam in the sea.,Nós nadamos no mar.
She banged the table with her fist.,Ela bateu na mesa com o punho.
I live in Tokyo.,Vivo em Tóquio.
"In order to elude her eager public, the movie star checked into the hotel under a false name.","Para se esquivar de seu ávido público, a estrela de cinema se registrou no hotel sob um nome falso."
I don't have a box.,Eu não tenho uma caixa.
"She loves classical music, whereas I prefer jazz.","Ela adora música clássica, enquanto eu prefiro jazz."
I went to a musical with my favorite actor today. He's the one must-see for this year.,Fui hoje a um musical do qual faz parte meu ator favorito. É o musical imperdível deste ano.
The man smells the milk.,O homem cheira o leite.
I can't eat any more.,Não consigo comer mais.
I forgot to turn off the gas!,Esqueci de desligar o gás!
She is married to an American.,Ela é casada com um americano.
High school days are when you can try anything.,Os dias do ensino médio são os dias nos quais você pode tentar tudo.
It seemed that Jim had missed the seven o'clock train.,Parece que o Jim perdeu o trem das sete.
Did you talk for a long time?,Você falou por muito tempo?
"Wherever you may go, you'll be welcomed.","Aonde você for, você será bem-vindo."
I have some gifts.,Tenho alguns presentes.
Is that a cat?,Aquilo é um gato?
He is taking a walk.,Ele está dando uma volta.
We are on good terms with them.,Chegamos a um bom acordo com eles.
He could do nothing but give up his plan against his will.,Ele não pôde fazer nada além de desistir do seu plano contra a sua vontade.
What time do you usually go to bed?,A que horas você se deita normalmente?
Don't put it on my desk.,Não na minha mesa!
This problem is not so difficult that you can't solve it.,Esse problema não é tão difícil que você não possa resolvê-lo.
I'll take a glass of champagne.,Vou tomar um copo de champanhe.
His name is known all over the country.,O nome dele é conhecido em todo o país.
Look at my new car.,Olha o meu carro novo.
There is no cure for lovesickness.,Não há cura para dor de cotovelo.
Don't be in such a hurry.,Não tenha tanta pressa.
The penis is one of the male reproductive organs.,O pênis é um dos órgãos reprodutores masculinos.
Five minutes' walk brought us to the park.,Uma caminhada de cinco minutos nos trouxe para o parque.
Benson and Holmes analyzed the psychological effect of artificial insemination on parents.,Benson e Holmes analisaram os efeitos psicológicos da inseminação artificial entre os pais.
What a surprise!,Que surpresa!
The actor was onstage for most of the play.,O ator estava no palco durante a maior parte do espetáculo.
It seems very interesting.,Parece ser muito interessante.
Do you know whether she can speak English?,Você sabe se ela fala inglês?
Your dog is big and mine is small.,O teu cão é grande e o meu é pequeno.
Then that means I lost everything.,Então isso quer dizer que eu perdi tudo.
"Next time, I'll do it myself.","Da próxima vez, eu mesma o farei."
I'd like to check out.,Eu gostaria de verificar.
"The costumes were red, pink, blue, and so forth.","Os trajes era vermelhos, cor-de-rosa, azuis, e assim por diante."
We should keep ourselves clean.,Deveríamos nos manter limpos.
He immigrated to Brazil in search of a better life.,Ele imigrou para o Brasil em busca de uma vida melhor.
It doesn't matter anymore.,Não importa mais.
Don't sugar your tea.,Não adoce seu chá.
The time will come when she will repent of it.,"Em algum momento, ela vai se arrepender disso."
He warned me of the danger.,Ele me alertou do perigo.
It's been a long while since we had such fine weather.,Faz um bom tempo que não tínhamos um tempo assim tão bom.
Are meals included?,As refeições estão incluídas?
"Just for the record, I totally disagree with this decision.","Apenas para registrar, eu discordo totalmente com essa decisão."
"On my way home, I met him.","Quando voltava para casa, eu me encontrei com ele."
She made the doll for me.,Ela fez a boneca para mim.
This is delicious.,Isto é delicioso.
I wish I were in Paris now.,Queria estar em Paris agora.
Tom and Jim are the same height.,Tom e Jim são da mesma altura.
I remember meeting you somewhere.,Eu me lembro de te ter conhecido em algum lugar.
She was then more beautiful than she is now.,Ela era mais bonita naquela época do que ela é hoje.
Mary would often sit alone on the porch.,Às vezes Mary ficava sentada sozinha na varanda.
The train is ready to start.,O trem está pronto para começar.
This car sells well.,Este carro vende bem.
Fred is a lazy fellow.,Fred é um cara preguiçoso.
This taught me a good lesson.,Isto me ensinou uma boa lição.
My father's hobby is fishing.,O passatempo do meu pai é pescar.
Who is he?,Quem é ele?
My compliments to the hands that made this possible.,Benditas sejam as mãos que fizeram-no possível.
Do you come here often?,Você vem aqui com frequência?
"As usual, Mike was late for the meeting this afternoon.","Como de costume, Mike atrasou-se para a reunião esta tarde."
She speaks Chinese.,Ela fala chinês.
We thought much of his first novel.,Consideramos muito sua primeira novela.
Where will you be?,Onde você estará?
I always walk to school.,Eu sempre caminho para a escola.
Let's get off here.,Vamos descer aqui.
Steve did not come home.,O Steve não voltou para casa.
"Smile now, cry later!","Sorria agora, chore depois!"
I see a bird on the roof.,Estou vendo um pássaro no telhado.
"You can use my car, if you want to.","Você pode usar meu carro, se quiser."
Do you commute to school by bus?,Você vai à escola de ônibus?
"Even if it rains, I'll go swimming tomorrow.","Embora chova, vou nadar amanhã."
He is alone.,Ele está sozinho.
He has long legs.,Ele tem pernas longas.
How good of you to come all the way to see me off!,Que bom que você conseguiu vir para minha despedida.
"If he is absent, we will not have an English test.","Se ele não aparecer, não teremos a prova de inglês."
"In Japan, the new semester begins in April.","No Japão, o novo semestre começa em abril."
The movements of this robot are awkward.,Os movimentos deste robô são esquisitos.
It is a typical Gothic church.,É uma típica igreja gótica.
He goes to the office by car.,Ele vai ao escritório de carro.
"To a man with a hammer, everything looks like a nail.","Para um homem com um martelo, tudo se parece com um prego."
We heard the door close.,Nós escutamos a porta fechar.
"She said to me ""Let's go shopping.""","Ela me disse: ""Vamos fazer compras."""
You might meet him.,Pode ser que você o encontre.
I like autumn best.,Eu gosto mais do outono.
Tom will become a good soccer player some day.,Tom algum dia se tornará um bom futebolista.
There was not a long queue at the bus stop.,Não havia uma fila comprida no ponto de ônibus.
A fire broke out in my neighborhood last night.,Ocorreu um incêndio na minha vizinhança ontem à noite.
She gave me a nice pair of shoes.,Ela me deu um bom par de sapatos.
I love trips.,Amo viagens.
"In the morning, I write in the park.","De manhã, eu escrevo no parque."
"I've never been to New York, and my sister hasn't, either.","Eu nunca estive em Nova York, tampouco minha irmã esteve."
No way!,De jeito nenhum!
I helped her hang the picture on the wall.,Eu a ajudei a pendurar a figura na parede.
He is a good fellow.,Ele é um bom companheiro.
He was put in jail for writing the book.,Ele foi colocado na prisão por escrever o livro.
She has a bag under her arm.,Ela tem uma bolsa embaixo do braço.
The boy buys a dog.,O menino compra um cachorro.
I hope you will correct the situation immediately.,Espero que corrija a situação imediatamente.
This is the key to the whole mystery.,Esta é a chave de todo o mistério.
His anger is understandable.,Sua raiva é compreensível.
You have to learn standard English.,Você tem que aprender o inglês padrão.
"Bell used to live in London, didn't he?","O Bell morava em Londres, né?"
She always takes her time in choosing her dress.,Ela sempre demora para escolher o vestido.
We visited the museum last week.,Visitamos o museu na semana passada.
"In this society where everything is disposable, it is a virtue to use something until it wears out.","Nesta sociedade em que tudo é descartável, usar algo até que se desgaste completamente é uma virtude."
Our school begins at eight.,Nossa aula começa às oito.
Turn left.,Vire à esquerda.
"Would you speak more slowly, please?","Você poderia falar mais devagar, por favor?"
Don't presume to tell me how to raise my children!,Não pense que pode me dizer como criar meus filhos!
She expects him to show up on Saturday afternoon.,Ela espera que ele apareça sábado de tarde.
Were you tired last night?,Você estava cansado na noite passada?
He gave the poor woman some bread and a five dollar bill besides.,"Ele deu à pobre mulher um pouco de pão e, além disso, uma nota de cinco dólares."
I'd like to talk to one of your guests.,Gostaria de falar com um de seus convidados.
Tom has bought a house which has six rooms.,Tom comprou uma casa que tem seis cômodos.
Christopher Columbus once discovered an entire ship of deceased sailors... and politely ignored it.,"Uma vez, Cristóvão Colombo descobriu um navio cheio de marinheiros mortos... e polidamente ignorou-os."
"I see, said the blind man, as he picked up his hammer and saw.","Estou vendo, disse o cego enquanto pegava seu martelo e sua serra."
I am a man.,Eu sou homem.
Why didn't you bring your wife to the party?,Por que você não trouxe tua esposa para a festa?
Don't be a copycat.,Não seja um imitador.
The teachers are trying to motivate their students.,Os professores estão tentando motivar os seus alunos.
I haven't read either of her novels.,Não li nenhuma de suas novelas.
I hope I will become a dentist in the future.,Espero me tornar um dentista no futuro.
Who owns this house?,Quem é o proprietário desta casa?
He's perfect at everything.,Ele é perfeito em tudo.
Thank you!,Obrigado!
Her son is a genius.,Seu filho é um gênio.
How much time do we have to finish this?,Quanto tempo temos para finalizar isso?
What was it I left behind?,O que foi que eu deixei para trás?
I'm just saying!,Eu só estou falando.
A woman is a weathercock.,A mulher é um cata-vento.
Their financial problems began in the second half of the year.,Os seus problemas financeiros começaram no segundo semestre.
A friend in hand is worth two in the bush!,Mais vale um amigo à mão do que dois à distância.
Can you play the piano?,Você sabe tocar piano?
You may go anywhere.,Você pode ir a qualquer lugar.
Long skirts are in fashion.,Saias compridas estão na moda.
The governor set the prisoners free.,O governador libertou os prisioneiros.
The lawyer's fee was very high.,O preço do advogado era muito alto.
The rain lasted five days.,A chuva durou cinco dias.
"He never loses his curiosity; he is, as it were, an eternal youth.","Ele não perde nunca a curiosidade; é, por assim dizer, uma eterna criança."
Please sing a song.,"Por favor, cantem uma música."
I wish I were clever.,Gostaria de ser inteligente.
Aiding and abetting the enemy is considered treason.,Ajudar e estimular o inimigo é considerado traição.
He has two daughters.,Ele tem duas filhas.
I admire your ignorance.,Eu admiro sua ignorância.
How long adolescence continues is determined by biological factors.,O quanto dura a adolescência é determinado por fatores biológicos.
Contract of partnership between [Company 1] and [Company 2].,Contrato de parceria entre [sociedade 1] e [sociedade 2].
I hear that you are a good tennis player.,Ouvi dizer que você é um bom tenista.
I visited Dan.,Eu visitei Dan.
Cheers!,Saúde!
I hope I am very efficient.,Eu espero que eu seja muito eficiente.
He said that he would be back soon.,Ele disse que voltaria logo.
It's up to you.,Você que sabe.
I need someone to talk with.,Preciso de alguém com quem possa conversar.
"He said to himself, ""I will do it.""","Disse a si mesmo: ""Fá-lo-ei."""
"Could you call again later, please?","Você poderia telefonar de novo mais tarde, por favor?"
I have been to the library.,Eu estive na biblioteca.
It is more than 3 kilometers to the station.,Dista mais de três quilômetros da estação.
He likes coffee without sugar.,Ele gosta de café sem açúcar.
I understand what he's trying to say.,Eu entendo o que ele está tentanto dizer.
"I'm sorry, but I didn't receive any milk at my house today.","Me desculpe, mas não entregaram leite na minha casa hoje."
Speak louder so that everyone may hear you.,Fale mais alto para que todos possam ouvi-lo.
I bought two bottles of milk.,Eu comprei duas garrafas de leite.
A book is made of paper.,Um livro é feito de papel.
I don't have to study tonight. I think I'll watch television for a while.,Não preciso estudar hoje à noite. Acho que vou ver um pouco de televisão.
Only those who risk going too far will know how far one can go.,Somente aqueles que se arriscam a ir longe demais vão saber quão longe se pode chegar.
Please help yourself to whatever you like.,Sirva-se de que quiser.
"I'm sorry, I can't stay long.","Me desculpe, eu não posso ficar por muito tempo."
My screw gun is making weird noises.,Minha parafusadeira está fazendo uns barulhos estranhos.
10% of the inhabitants come from Japan.,10% dos habitantes vêm do Japão.
"Long, long ago, there lived an old king on a small island.","Muito, muito tempo atrás, era uma vez um velho rei em uma pequena ilha."
I have to use English all day.,Tenho que usar inglês o dia todo.
The strong should take care of the weak.,O mais forte deveria tomar conta do mais fraco.
He was hit by a car.,Ele foi atropelado pelo carro.
I'm going shopping at the supermarket.,Eu vou fazer compras no supermercado.
You changed a lot.,Você mudou muito.
I saw him last week.,Vi-o semana passada.
I can't express how grateful I am.,Eu nem posso dizer o quanto sou grato.
You played tennis yesterday.,Você jogou tênis ontem.
Too many irons in the fire result in bad workmanship.,Ter ferros demais no forno resulta num mau acabamento.
"As far as I know, she is a very good person.","Pelo que eu sei, ela é uma ótima pessoa."
I respect elderly people.,Eu respeito os mais velhos.
Two boys came running out of the room.,Dois meninos saíram correndo da sala.
Are you still having difficulty with physics?,Você ainda tem dificuldades em física?
Such things as television and computers could not have been dreamed of fifty years ago.,Não se poderia sonhar com coisas como a televisão e o computador há cinquenta anos.
Cooking is interesting.,Cozinhar é interessante.
He kicked me on purpose.,Ele me chutou de propósito.
I didn't know what to do then.,"Eu não sabia o que fazer, então."
The population of China is 8 times that of Japan.,A população da China é oito vezes a do Japão.
Their clothes are quite like those of our ancestors.,As roupas deles são bem parecidas com as dos nossos ancestrais.
I'd like to reserve a table for two.,Gostaria de reservar uma mesa para dois.
This morning Tom said that his sister was still ill in bed.,De manhã Tom disse que a irmã dele ainda está doente e de cama.
The workers are wiring the new house.,Os trabalhadores estão fazendo a fiação da casa nova.
How old is your son?,Qual é a idade do seu filho?
Let's suppose that she is here.,Vamos supor que ela esteja aqui.
I do not work.,Eu não trabalho.
The howls grew louder and louder.,Os bramidos aumentaram cada vez mais.
I believe that he's trustworthy.,Acho que ele é de confiança.
Everything here is mine.,Tudo aqui é meu.
I saw a dirty dog enter the garden.,Eu vi um cachorro sujo entrar no jardim.
The Dalai Lama counsels the practice of compassion.,O Dalai Lama aconselha a prática da compaixão.
He is playing there.,Ele está brincando lá.
The nuclear ship was built at a considerable expense.,A embarcação nuclear foi construída por uma despesa considerável.
Mother Teresa began her work by looking around to see what was needed.,Madre Teresa começou seu trabalho olhando ao redor para ver o que era necessário.
The town is famous for its old castle.,A cidade é famosa por seu velho castelo.
We must phone for an ambulance.,Devemos chamar uma ambulância.
The car is waiting at the gate.,O carro está a esperar no portão.
Nail polish is useless: no one looks at nails anyway.,Esmalte é inútil: ninguém olha para unhas mesmo.
I just arrived now.,Acabei de chegar.
What are you learning at school?,O que você está aprendendo na escola?
Don't disappoint him.,Não o desaponte.
She answered all the questions with assurance.,Respondeu todas as perguntas com segurança.
Don't be a busybody.,Não seja intrometido.
How many sandwiches are there left?,Quantos sanduíches restam?
Andy must have practiced very hard.,Andy deve ter praticado muito.
There is a fork missing.,Um garfo está faltando.
She calls her sister Mina-chan.,Ela chama a irmã de Mina-chan.
I want to learn Hebrew.,Eu quero aprender hebraico.
I started to learn English with the aim of becoming a teacher.,Comecei a aprender inglês com a finalidade de me tornar professor.
The trouble is that they have no money.,O problema é que eles não têm dinheiro.
Attention please!,"Atenção, por favor!"
I like both.,Eu gosto dos dois.
Tom can run fast.,Tom pode correr rápido.
Where is the nearest subway station?,Onde fica a estação de metrô mais próxima?
Nobody is so busy that they cannot find time to read.,Ninguém é tão ocupado a ponto de não ter tempo de ler.
There is little hope of his winning the election.,Há pouca chance em vencer estas eleições.
The best way to make your dreams come true is to wake up.,A melhor forma de tornar seus sonhos realidade é acordar.
The accused was absolved from the crime.,O acusado foi absolvido do crime.
I don't care as long as you are happy.,Eu não me importo desde que você esteja feliz.
What is the story?,Qual é a história?
Girls mature faster than boys.,Garotas amadurecem mais cedo do que garotos.
We cannot tell how much that great statesman has done for his country.,Não temos como expressar o quanto aquele grande estadista fez por seu país.
Who broke the vase?,Quem quebrou o vaso?
David Beckham is English.,David Beckham é inglês.
She was a genius in mathematics.,Ela era um gênio em matemática.
Tell me where she lives.,Diga-me onde ela vive.
Have you thought of checking the oil level?,Você já pensou em checar o nível do óleo?
The idea is still in my mind.,A ideia ainda está em minha mente.
Woodpeckers peck tree trunks with their long pointed beaks and eat insects found there.,Os pica-paus bicam troncos de árvores com seus longos bicos pontudos e comem insetos lá encontrados.
I'm all ears.,Sou todo ouvidos.
I am leaving next week.,Estou indo embora semana que vem.
So far everything has been going well.,Até agora tudo bem.
Everyone has to learn the words by heart.,Todos têm que aprender as palavras de cor.
The cat started to scratch the carpet.,O gato começou a arranhar o tapete.
Imagine a situation where you are all alone.,Imagine uma situação em que você esteja totalmente sozinho.
Have you ever been to France?,Você já esteve na França?
How long will we have to wait?,Quanto tempo teremos de esperar?
What bicycle do you like more?,De qual bicicleta você mais gosta?
"Above all, be careful about what you eat and drink.","Acima de tudo, tenha cuidado com o que você come e bebe."
He must love you.,Ele deve te amar.
He broke up the concrete block with a hammer.,Ele quebrou o bloco de concreto com um martelo.
This gold Rolex is an expensive watch alien to my lifestyle.,Um relógio Rolex de ouro como esse não corresponde ao meu estilo de vida.
She got up late.,Ela se levantou tarde.
I teach.,Eu ensino.
He was absorbed in thought.,Ele estava absorto em pensamentos.
"If your coffee is too strong, add some sugar.","Se seu café estiver muito forte, adicione um pouco de açúcar."
I wrote a letter in English.,Escrevi uma carta em inglês.
She spread the gossip all over the town.,Ela espalhou a fofoca por toda a cidade.
The Murais have gone back to Japan?,A família Murai voltou para o Japão?
She is all skin and bone.,Ela é pele e osso.
I wish I were a prince.,Quisera ser um príncipe.
He is a DJ.,Ele é DJ.
He's quite a nice fellow but I don't like him.,Ele é um bom rapaz mas não gosto dele.
Which credit cards can I use?,Quais cartões de crédito eu posso usar?
I'd like to talk to John.,Gostaria de falar com John.
No one admires him more than I do.,Ninguém o admira mais que eu.
He never pays much attention to what his teacher says.,Ele nunca presta muita atenção no que o professor diz.
My sister is suffering from a bad cold.,Minha irmã está sofrendo com um forte resfriado.
Bill is two years older than I am.,Bill é dois anos mais velho do que eu.
Please don't cry.,"Por favor, não chore."
Don't do anything you'll regret.,Não faça nada de que vá se arrepender.
She is making progress with her English.,Ela está tendo progresso no seu inglês.
We put sugar in our tea.,Colocamos açúcar em nosso chá.
Can you give me a house?,Você pode me dar uma casa?
Imagine a problem such as this: Suppose your brother has a car accident.,Imagine o problema desta maneira: suponha que o seu irmão sofreu um acidente de carro.
Size does not matter.,O tamanho não importa.
Man is the only animal that can use fire.,O homem é o único animal que consegue usar o fogo.
He was wounded by a bullet.,Ele foi ferido por uma bala.
Tom gave me a pen.,Tom me deu uma caneta.
Can't you see a stapler somewhere around there?,Você não está vendo um grampeador por aí?
I go to work by car every day.,Vou para o trabalho de carro todos os dias.
There are some apples in the basket.,Tem algumas maçãs na cesta.
This wood won't burn.,Esta madeira não vai queimar.
He is addicted to cocaine.,Ele é viciado em cocaína.
"He can speak English, and French as well.",Ele sabe falar inglês e também francês.
Go back to your seat.,Volte ao seu lugar.
My father does not eat much fruit.,O meu pai não come muita fruta.
"Which do you like better, meat or fish?","De qual você gosta mais, de carne ou de peixe?"
Nobody has come up yet.,Ninguém apareceu ainda.
I ask you a question.,Eu faço-te uma pergunta.
Marilyn Monroe died 33 years ago.,Marilyn Monroe morreu há 33 anos.
Will this much food do for a week's camping?,Essa quantidade de comida será suficiente para uma semana acampando?
Compare your composition with the example.,Compare sua composição com o exemplo.
You should sleep.,Você deveria ir dormir.
I hope I will have a chance to see you next time I'm in New York.,Eu espero que eu tenha uma chance de te ver na próxima vez que eu estiver em Nova Iorque.
These dogs are big.,Estes cães são grandes.
Your chair is identical to mine.,Sua cadeira é parecida com a minha.
Maria has long hair.,Maria tem cabelo grande.
Her voice was soft and beautiful.,Sua voz era suave e linda.
Don't let the dog in.,Não deixe o cachorro entrar.
I feel depressed often.,Eu me sinto frequentemente deprimido.
He abandoned the plan.,Ele abandonou o plano.
Bill got up early in order to catch the first train.,Bill se levantou cedo para pegar o primeiro trem.
All the meat was bad.,Toda a carne estava ruim.
I never thought I'd make this mistake myself.,Eu nunca pensei que eu mesmo cometeria esse erro.
That's not a knife. THIS is a knife.,Isso não é uma faca. ISSO é uma faca.
The road is long.,A estrada é longa.
"The man pleaded for mercy, but he was sentenced to twenty years in prison for his crime.","O homem implorou por piedade, mas foi sentenciado a vinte anos de cadeia por seu crime."
"On the fifteenth of August, thousands of people fly kites.",No dia 15 de agosto milhares de pessoas soltam pipas.
She put on her hat.,Ela colocou o chapéu.
The chief crop of our country is rice.,O produto agrícola principal de nosso país é o arroz.
She's asking how that's possible.,Ela está perguntando como isso é possível.
"It is said that Japanese people are kind to people they know, but rather cold to those they don't.",Dizem que os japoneses são gentis com quem eles conhecem mas extremamente frios com desconhecidos.
Tom boasts of never having been defeated in a horse race.,Tom se vangloria de nunca ter sido derrotado em uma corrida de cavalos.
He had an oral exam.,Ele tinha um exame oral.
But every train is so crowded that whatever we have in our hands doesn't fall even if we let it go.,Mas todos os trens estão tão lotados que o que quer que estejamos segurando em nossas mãos não cai nem se soltarmos.
"In Singapore, it is a crime to spit on the ground.","Em Singapura, é um crime cuspir no chão."
There is a leak in the roof.,Há um vazamento no telhado.
Aaron was coldly killed by Mary.,Aaron foi assassinado friamente por Mary.
The coffee was so hot that I nearly burned my tongue.,O café estava tão quente que quase queimei minha língua.
"If you want to study in the United States, you need to get a student visa.","Se você quer estudar nos Estados Unidos, você precisa de um visto de estudante."
"As far as I know, he did nothing wrong.","Pelo que eu sei, ele não fez nada de errado."
I happened to be out when the call came.,Aconteceu de eu estar fora quando veio o convite.
"Generally speaking, a woman will live longer than a man.","De forma geral, uma mulher terá uma vida mais longa do que um homem."
I know a lot about environmental problems.,Sei bastante sobre problemas ambientais.
I wouldn't dream of going on a picnic on such a rainy day.,Eu nem sonharia em ir a um piquenique num dia tão chuvoso.
They don't know what they should do with the money.,Eles não sabem o que fazer com o dinheiro.
Two weeks after being admitted to hospital my acne suddenly started to disappear.,"Duas semanas depois de ser aceito no hospital, minha acne subitamente começou a desaparecer."
Do they sell notebooks at that store?,Eles vendem notebooks na loja?
I'm never late for school.,Nunca me atraso para a escola.
How old would you be if you didn't know how old you are?,Quantos anos você teria se não soubesse quantos anos tem?
"I have been told that I am pragmatic, and I am.","Disseram-me que eu sou pragmático, e eu sou."
Look straight ahead.,Olhe para frente.
We buy CDs.,Compramos CDs.
I don't like learning irregular verbs.,Eu não gosto de estudar verbos irregulares.
"He looks old, but he hasn't reached 30 yet.","Ele parece velho, mas ainda não tem 30 anos."
The accident took place at that corner.,O acidente aconteceu na esquina.
I never said I was fragile.,Eu nunca disse que eu era frágil.
My house is on the outskirts of town.,Minha casa é na periferia da cidade.
Water is a natural resource of vital importance.,A água é um recurso natural de importância vital.
Poor men have no leisure.,Homens pobres não têm acesso a lazer.
My father would often go fishing.,Meu pai frequentemente saía para pescar.
I think that you're wrong.,Eu acho que você está errado.
I beg you forgive me.,Eu imploro que você me perdoe.
So the doctor started to examine her.,Então o médico começou a examiná-la.
I can't live that kind of life.,Eu não posso viver esse tipo de vida.
Bill made me a nice dress.,O Bill fez-me um bonito vestido.
Lucy is a student from America.,A Lucy é uma estudante da América.
I asked Ken to help me.,Pedi a Ken que me ajudasse.
All plants need water and light.,Todas as plantas precisam de água e luz.
One of the apples fell to the ground.,Uma das maçãs caiu no chão.
"How long will the meeting last? ""For two hours.""","Quanto tempo vai durar a reunião? ""Duas horas."""
You don't have to go there if you don't want to.,Você não tem que ir para lá se não quiser.
I have less and less time for reading.,Eu tenho cada vez menos tempo para ler.
Tom likes cheese.,Tom gosta de queijo.
He remains loyal to his principles.,Ele se mantém fiel a seus princípios.
I was quite taken aback at their bad manners.,Eu fiquei completamente surpreso com seus maus modos.
It's useless to keep on thinking any more.,Não adianta mais nada continuar pensando.
She was as thin as a rail.,Ela era tão magra quanto uma saracura.
How long ago did you start learning Esperanto?,Há quanto tempo você começou a aprender esperanto?
She took care of my dog.,Ela cuidou do meu cachorro.
You disobeyed a direct order and must pay the consequences.,Você desobedeceu uma ordem direta e deve arcar com as consequências.
This sentence has seven words in it.,Esta frase tem ao todo sete palavras.
Happy are those who love flowers.,Felizes são aqueles que amam flores.
"I looked around, but saw nothing.","Eu olhei em volta, mas não vi nada."
The tycoon endowed each son with a million dollars.,Eu quero algo seco.
The duke holds a lot of land.,O duque possui muitas terras.
She is a genius at mathematics.,Ela é um gênio em matemática.
"Be nice to your kids. They'll choose your nursing home, after all.",Seja bom para seus flhos. Um dia eles vão escolher o seu asilo.
I don't understand why Germany won the Eurovision.,Eu não entendo porque a Alemanha ganhou o Eurovision.
Watch your mouth or you'll get it.,Tome mais cuidado com o que fala ou você vai apanhar.
I don't believe a word of what people have been saying about her.,Eu não acredito em nenhuma palavra do que as pessoas estão dizendo dela.
He seems quite happy.,Ele parece bem feliz.
Mary is respected by everyone.,Mary é respeitada por todos.
Keep an eye on the baby for a while.,Olhe o bebê por um tempo.
I met an old woman.,Eu encontrei uma mulher velha.
That boy isn't as mischievous as we thought he would be.,Aquele garoto não é tão travesso como achávamos que seria.
We lock our doors at night.,Trancamos nossas portas à noite.
She is mad at me.,Ela está com raiva de mim.
The situation has changed dramatically.,A situação mudou dramaticamente.
"No, he's not my new boyfriend.","Não, não é meu novo namorado."
Do you believe me?,Você acredita em mim?
I skipped my breakfast.,Eu não tomei café da manhã.
You'll be punished if you break the law.,Você será punido se quebrar a lei.
Clean the room.,Limpe a sala.
For some reason I feel more alive at night.,Por alguma razão eu me sinto mais vivo à noite.
Nobody was injured.,Ninguém ficou ferido.
I discharged one of my servants.,Eu demiti um dos meus empregados.
I can't forget his kindness.,Eu não posso esquecer a gentileza dele.
Give me something to drink.,Dê-me de beber.
We stood on the top of the mountain.,Ficamos no topo da montanha.
He is awkward in his movements.,Ele é desajeitado em seus movimentos.
These jewels are expensive.,Estas joias são caras.
I knew at a glance that he was an honest man.,Eu soube de imediato que ele era um homem honesto.
It isn't raining much this year.,Não está chovendo muito este ano.
All the boys are honest.,Todos os meninos são honestos.
Do you have anything to say?,Você tem algo a dizer?
"Like most diseases, it has its own symptoms.","Como a maioria das doenças, ela tem os seus próprios sintomas."
That bridge is made of stone.,Aquela ponte é feita de pedra.
I looked around me.,Olhei à minha volta.
The bus was about to start.,O ônibus estava prestes a chegar.
"Theoretical physics was child's play to Einstein, but he couldn't figure out his income tax.","Física teórica era brincadeira de criança para Einstein, mas ele não podia descobrir o seu imposto de renda."
There is a reason to be late this morning.,Há uma razão para estar atrasado esta manhã.
I can teach you how to drive.,Posso ensiná-lo a dirigir.
I want you.,Eu te quero.
He is without doubt one of the most successful businessmen in Japan.,Ele é sem dúvida o empresário mais bem sucedido do Japão.
I'm afraid a promotion is out of the question now.,Eu temo que uma promoção esteja fora de questão agora.
Come back later.,Volte mais tarde.
I wish I were a little taller.,Gostaria de ser um pouco mais alto.
There are fifty states in the United States.,Nos Estados Unidos há 50 estados.
Are you a teacher here or a student?,Você é professor aqui ou aluno?
It was too difficult for me.,Era muito difícil para mim.
Drive with the utmost care.,Dirige com supremo cuidado.
"I'm tired, but I'm going anyway.","Estou cansado, mas vou mesmo assim."
My baby kicks very hard.,Meu bebê chuta bem forte.
I always think of my father when I look at this picture.,Eu sempre penso no meu pai quando olho para essa foto.
I was busy all day.,Estive ocupado o dia todo.
She kept on working.,Ela continuou trabalhando.
Don't be unkind to your friends.,Não seja indelicado com seus amigos.
Please show me your picture.,"Por favor, mostre-me sua foto."
"Give me some milk, too.",Me dê leite também.
I have never read that book.,Eu nunca li esse livro.
I took my degree in biology.,Graduei-me em biologia.
She stopped appearing in public after her accident.,Ele parou de aparecer em público depois do acidente.
They are much better than Western baths.,São muito melhores do que banhos ocidentais.
He is the last person I want to see now.,Ele é a última pessoa que eu quero ver agora.
"Would you lend me a hand, Taro?","Taro, dás-me uma ajuda?"
Is there a post office around here?,Há uma agência de correios aqui perto?
I watched the play from beginning to end.,Assisti à partida do início ao fim.
He studied on his own.,Ele estudou sozinho.
"She always looked, but never was, happy.","Ele sempre pareceu, mas nunca foi feliz."
Being objective means not telling everybody whose side you are on.,Ser objetivo significa não dizer a todos de que lado você está.
There was scarcely any money left.,Estávamos quase sem dinheiro.
She didn't have much money.,Ela não tinha muita grana.
My son wants to be a Lincoln.,O meu filho quer ser um Lincoln.
Refresh yourself with a cup of tea.,Refresca-te com uma chávena de chá.
Please help yourself to the cake.,"Sirva-se de um pedaço de bolo, por favor."
Come into the room.,Entre no quarto.
