English,Portuguese
"In footnotes, book titles and journal names are written in italics.","Em notas de rodapé, títulos de livros e nomes de jornais são escritos em itálico."
That twenty-kilometer run really wiped me out.,Aquela corrida de vinte quilômetros realmente me liquidou.
Greek and Latin are useful languages. That's why I study them.,"O grego e o latim são línguas úteis, por isso estudo-as."
He's as timid as a rabbit.,Ele é tímido como um coelho.
One language is never enough.,Uma língua nunca é bastante.
I'll never forget this experience.,Nunca esquecerei esta experiência.
I'll never leave you.,Eu nunca vou te deixar.
He could no longer contain his anger.,Ele já não podia conter a sua ira.
My younger brother is watching TV.,Meu irmão caçula está assistido à televisão.
My older brother is watching TV.,O meu irmão mais velho está vendo TV.
I think what you're doing is right.,Acho que o que você está fazendo está certo.
Mary was chosen from among 500 applicants.,Maria foi escolhida dentre 500 candidatos.
Don't release that dog.,Não solte esse cachorro.
Don't let that dog go.,Não deixe esse cachorro escapar.
A lion is an animal.,Um leão é um animal.
"There are more things in Heaven and Earth, Horatio, than are dreamt of in your philosophy.","Há mais coisas no Céu e na Terra, Horácio, do que sonha a tua filosofia."
I remember everything.,Lembro-me de tudo.
A dog's sense of smell is much keener than a human's.,O sentido do olfato de um cão é muito mais afiado do que o de um humano.
"The sooner we start, the sooner we'll finish.","Quanto mais cedo começarmos, mais cedo terminaremos."
"In space, no one can hear you scream.","No espaço, ninguém pode ouvir o seu grito."
Death is an integral part of life.,A morte é uma parte integral da vida.
The doctor took my pulse.,O médico me tomou o pulso.
Do you have any knowledge of French?,Você tem alguma noção de francês?
I don't know where my watch is.,Não sei onde está meu relógio.
His house is somewhere around here.,A casa dele fica em algum lugar perto daqui.
His study faces the park.,Sua sala de estudos fica em frente ao parque.
I did not participate in the dialog.,Eu não participei do diálogo.
Mary paid five dollars for her lunch.,Mary pagou cinco dólares do seu almoço.
I was at Kyoto once.,Estive em Quioto uma vez.
"First, second, third, fourth, fifth, sixth, seventh, eighth, ninth, tenth... penultimate, last.","Primeiro, segundo, terceiro, quarto, quinto, sexto, sétimo, oitavo, nono, décimo ... penúltimo, último."
I'm very worried about my weight.,Estou muito preocupado com meu peso.
I have to get some sleep.,Preciso dormir um pouco.
Have you heard the latest rumours?,Você ouviu os últimos rumores?
My letter went unheeded.,A minha carta passou despercebida.
"If you hadn't done it, someone else would have.","Se você não o tivesse feito, alguém o teria."
Muslims adhere to the teaching of the prophet Mohammed.,Os muçulmanos aderem aos ensinamentos do profeta Maomé.
How long ago did you start learning Esperanto?,Há quanto tempo você começou a aprender esperanto?
Eureka!,Heureca!
I'm crazy for you!,Eu sou louco por você!
I'm sad without you.,Fico triste sem você.
Your intelligence is as vast as the distance between Bombay and Mumbai.,Sua inteligência é tão grande quanto a distância entre Bombaim e Mumbai.
I speak Interlingua.,Eu falo interlíngua.
Your grammar is better than your breath.,A sua gramática é melhor que o seu hálito!
"It was a pleasure to spend the evening with a smart, funny and beautiful girl like you.","Foi um prazer passar a noite com uma garota inteligente, divertida e bonita como você."
No words can express how amazing you are.,As palavras não podem expressar como você é incrível.
It's rare to meet nice people like you.,É raro conhecer pessoas legais como você.
I would swim through the ocean just to see your smile again.,Eu atravessaria o oceano a nado só para ver o seu sorriso outra vez.
You know I'd do anything for your beautiful eyes.,Você sabe que eu faria qualquer coisa pelos seus lindos olhos.
You have very sexy legs.,Você tem pernas muito sexy.
The sound of your voice is like a siren's song to me.,O som da sua voz é como um canto de sereia para mim.
I am more worried about you than the future of Japan.,Eu estou mais preocupado com você do que com o futuro do Japão.
Did you meet him recently?,Você se encontrou com ele recentemente?
I looked for it everywhere but didn't find it.,"Busquei-o por toda parte, mas não o encontrei."
I have never read that book.,Eu nunca li esse livro.
"Next time, I'll do it myself.","Da próxima vez, eu mesma o farei."
"Looking at your eyes, I thought you must have been smoking crack, but then I realized you were an anime character.","Olhando em seus olhos, pensei que você devia ter fumado crack mas, então, eu percebi que você era um personagem de histórias em quadrinhos."
That's true.,Isso é verdade.
"Egoists do not meet, they collide with each other.","Os egoístas não se encontram, batem uns contra os outros."
It's one o'clock.,É uma hora.
I do anything I feel like.,Eu faço o que me der na telha.
Don't forget to put the cap back on the soda bottle so it doesn't go flat.,Não se esqueça de tampar o refrigerante pare ele não chocar.
"I can go months without an alcoholic drink, but not even one hour without a cigarette.","Consigo passar meses sem uma bebida alcoólica, mas nem mesmo uma hora sem um cigarro."
To translate is to betray.,"Tradutor, traidor."
Let's go out to eat.,Vamos comer fora.
Seeing something in a different context than the accustomed one can be surprising.,Ver algo num contexto diferente do de costume pode ser surpreendente.
I gained comprehensive knowledge of God after reading the bible.,Obtive um conhecimento abrangente de Deus depois de ler a Bíblia.
I hope I can levitate one day.,Espero poder levitar um dia.
Meditation gives me peace of mind.,A meditação me dá paz de espírito.
"They have eyes but they do not see - ears, and they do not hear.","Eles têm olhos, mas não veem; orelhas, mas não ouvem."
In the Bermuda Triangle there is a parallel universe.,"No Triângulo das Bermudas, há um universo paralelo."
I live on the first floor.,Eu moro no primeiro andar.
Those who do not work do not have the right to eat.,Quem não trabalha também não tem o direito de comer.
Everyone is master in his own house.,Todo mundo manda em sua própria casa.
Many politicians don't keep their promises.,Muitos políticos não cumprem com suas promessas.
This house is famous.,Esta casa é famosa.
There are many politicians who don't keep their promises.,Há muitos políticos que não mantêm suas promessas.
You may have to wait several weeks until a sentence you added is indexed by the search engine.,Você pode ter de esperar várias semanas para que uma frase que você adicionou seja indexada pelo motor de busca.
"These are my books, those are his.","Estes são os meus livros; aqueles, os dele."
I'm the happiest man on Earth!,Eu sou o homem mais feliz da Terra!
This place is boring.,Este lugar é chato.
Why should I listen to you?,Por que eu deveria te ouvir?
That is not safe.,Isso não é seguro.
I hope you fall in a ditch.,Espero que você caia numa vala.
Give me your best food.,Dê-me sua melhor comida.
I will do it tomorrow.,Eu fá-lo-ei amanhã.
You'll do it today right?,"Você vai fazer isso hoje, certo?"
Are you going to come tomorrow?,Você vai vir amanhã?
Was it interesting?,Foi interessante?
It's a lot of fun.,É muita diversão.
We've got a problem.,Estamos com um problema.
Do you come here often?,Você vem aqui com frequência?
That was good.,Essa foi boa.
What is the number?,Qual é o número?
What is that thing?,O que é aquela coisa?
Who will do it?,Quem o fará?
What did you drink?,O que você bebeu?
When will it be good?,Quando estará bom?
"I have a test today, too.",Eu também tenho um teste hoje.
"I am going, too.",Eu também estou indo.
How many do you need?,De quantos você necessita?
I love Chinese food.,Eu amo comida chinesa.
Is that all you have?,Isso é tudo o que você tem?
"Listen, I think that you are barking up the wrong tree here.","Escutem, acho que estão cortando a árvore errada aqui."
Don't look over there.,Não olhe para lá.
If you eat that you will die.,"Se comer isso, morrerá."
This is a no smoking zone.,Esta é uma zona para não fumantes.
A chain is no stronger than its weakest link.,Uma corrente não é mais forte do que seu elo mais fraco.
You have absolutely nothing to fear.,Você não tem absolutamente nada para temer.
We can touch each other now.,Podemos nos tocar agora.
Peter always makes a mountain out of a molehill.,Pedro sempre faz tempestade em copo d'água.
That did me good.,Aquilo me fez bem.
I remember that laugh.,Eu me lembro daquela risada.
I wondered if I could be dreaming.,Perguntei-me se poderia estar sonhando.
Did you like that?,Você gostou disso?
Is it possible to travel at such a high speed?,É possível viajar a uma velocidade tão alta?
That was nothing.,Isso não foi nada.
Where are the satellites?,Onde estão os satélites?
How far away are we?,A que distância estamos?
Who would have dared?,Quem teria se atrevido?
You can do the same now.,Você pode fazer o mesmo agora.
It is very simple.,É muito simples.
I cannot look at you when I speak to you.,Não consigo olhar para você enquanto falo com você.
"If you have an indoor swimming pool, you're probably pretty rich.","Se você tem um piscina interna, provavelmente é bem rico."
Chinese calligraphy is considered an art form.,A caligrafia chinesa é considerada uma forma de arte.
The effect was immediate.,O efeito foi imediato.
"It's an intriguing theory, but I don't see how it can be tested.","É uma teoria intrigante, mas eu não compreendo como ela pode ser testada."
Everyone's eyes were fixed on the screens.,Os olhos de todos estavam travados nas telas.
"In the room, all was silent.","Na sala, tudo estava quieto."
Nothing had moved.,Nada tinha se movido.
I was horrified by what I saw.,Fiquei horrorizado com o que vi.
I must say that they didn't really seem surprised.,Devo dizer que eles não pareciam nada surpresos.
We had a very close view.,Tivemos uma visão muito próxima.
Everything was completely black.,Tudo estava completamente preto.
I couldn't do that either.,Eu também não poderia fazer isso.
I am sorry to have made you wait.,Sinto muito tê-lo feito esperar.
"Again, a thousand apologies.","Mais uma vez, mil desculpas."
I'm going to ask you to go and change.,Vou lhe pedir que vá e mude.
I'll show you where.,Vou te mostrar onde.
Why does this always happen to me?,Por que isto sempre acontece comigo?
They seemed to be watching something.,Eles pareciam estar observando algo.
I felt pressure on my shoulder and turned around.,Senti uma pressão no meu ombro e me virei.
No one could believe they were false.,Ninguém poderia acreditar que eles eram postiços.
Everything had happened so quickly.,Tudo acontecera tão rápido.
Not one was left alive.,Ninguém foi deixado vivo.
It's quite possible.,É bem possível.
Can you tell me what is happening?,Você pode me dizer o que está acontecendo?
Who are these people?,Quem são estas pessoas?
It would take too long to explain to you.,Levaria muito tempo para te explicar.
Do you mean a total nuclear war?,Você quer dizer uma guerra totalmente nuclear?
It's wonderful!,É maravilhoso!
"Exactly, my dear.","Exatamente, meu caro."
I ask that you forgive me.,Eu peço que me perdoe.
She gave me a wide smile.,Ela me deu um sorrisão.
I won't do it again.,Eu não farei isso de novo.
How is it that we can see things so clearly?,Como é que nós podemos ver as coisas tão claramente?
I am going to introduce you to the rest of the crew.,Vou apresentar você ao resto do pessoal.
There are no women aboard this ship.,Não há mulheres a bordo deste navio.
"At this point, my confusion was absolute.","Nesse ponto, minha confusão foi absoluta."
Who died and made you king?,Quem morreu e te fez rei?
I see a bright future for you.,Vejo um futuro brilhante para ti.
Let me explain the whole situation to you and you'll be able to understand better.,Deixe-me te explicar a situação e você poderá entender melhor.
If you don't like it then you can leave.,"Se você não gosta, então pode sair."
I'll be back later.,Voltarei logo.
I'll take a steak.,Vou levar um bife.
Our team can win.,A nossa equipa pode ganhar.
They had to start from scratch.,Eles tiveram que começar do zero.
A picture is worth a thousand words.,Uma imagem vale mais que mil palavras.
I confess that I don't understand.,Confesso que não o entendo.
It's all right for now.,Por enquanto está tudo bem.
"When you taste it, you will find all this food excellent and very nourishing.","Quando você provar, vai achar toda esta comida excelente e muito nutritiva."
Am I safe here?,Estou segura aqui?
I've met him on several occasions.,Eu o encontrei em diversas ocasiões.
He is right once in a blue moon.,Ele quase nunca está certo.
"Sir, I would like to deposit my money. How do I do that?","Senhor, gostaria de depositar o meu dinheiro. Como eu faço isso?"
"It'll be fine, don't be afraid!","Ficarei bem, não tema!"
Are you picking me up at 7 tomorrow morning?,Você vai me buscar às 7 amanhã de manhã?
"January, February, March, April, May, June, July, August, September, October, November and December are the twelve months of the year.","Janeiro, fevereiro, março, abril, maio, junho, julho, agosto, setembro, outubro, novembro e dezembro são os doze meses do ano."
It is going to be quite cool.,Vai estar bem fresco.
You come from Sweden.,Você veio da Suécia.
He often watches TV.,Ele frequentemente assiste à TV.
The bomb exploded two days ago.,A bomba explodiu há dois dias.
I got married ten years ago.,Casei-me há dez anos.
I have been married for ten years.,Fui casado por dez anos.
When shall we meet again?,Quando nos encontramos de novo?
When will we meet again?,Quando nos encontraremos de novo?
"Ten, twenty, thirty, forty, fifty, sixty, seventy, eighty, ninety, hundred.","Dez, vinte, trinta, quarenta, cinquenta, sessenta, setenta, oitenta, noventa, cem."
They made her learn maths.,Fizeram com que ela aprendesse matemática.
You should read Shakespeare's sonnets.,Você deveria ler os sonetos de Shakespeare.
You should be reading Shakespeare's sonnets.,Você deveria estar lendo os sonetos de Shakespeare.
"In 1900 he left England, never to return.","Em 1900 ele deixou a Inglaterra, para nunca mais voltar."
There's more wind today than yesterday.,Há mais vento hoje do que ontem.
"Sometimes, questions provide us with more information than answers.","Às vezes, perguntas nos fornecem mais informações do que respostas."
I don't drink that much beer.,Eu não bebo tanta cerveja assim.
I don't drink all that much beer.,Eu não bebo todo esse tanto de cerveja.
Why do people kill themselves?,Por que as pessoas se matam?
Where did you get all those keys?,Onde você pegou todas aquelas chaves?
"Are you sure you want me to tell you? ""Please, I'm all ears!""","Tem certeza de que quer que eu conte a você? ""Por favor, sou todo ouvidos!"""
He's a widower with three small children to take care of.,Ele é um viúvo com três criancinhas para tomar conta.
"Which came first, the chicken or the egg?",Quem veio primeiro: o ovo ou a galinha?
I want to go to Italy.,Quero ir à Itália.
"I haven't seen anyone that enjoyed a better life than his, even though his living conditions were terrible.","Nunca vi ninguém desfrutar de uma vida melhor que a sua, embora suas condições fossem péssimas."
This is my home.,Esta é minha casa.
I did not do it.,Eu não fiz isso.
Your physical body will wear out and die one day.,Seu corpo físico vai ser apagado e morrer um dia.
I put the money into the safe.,Eu coloquei o dinheiro no cofre.
Is the rat alive or dead?,O rato está vivo ou morto?
Hope while you live.,Tenha esperança enquanto você vive.
My doctor thinks it's cancerous but told me to feel free to get a second opinion.,Meu médico acha que é cancerígeno mas disse que eu estava livre pra buscar uma segunda opinião.
Chinese and Italian are the most beautiful languages in the world.,O chinês e o italiano são as línguas mais bonitas do mundo.
It doesn't hurt.,Não dói.
I'll wait here until she comes.,Vou esperar aqui até que ela chegue.
I had no work yesterday.,Não tive trabalho ontem.
His brother is married but he hasn't any children.,"O irmão dela é casado, mas não tem nenhum filho."
"The mother is certain, the father is not.","A mãe está certa, o pai não está."
Facebook eats up a lot of my time.,O Facebook me toma muito tempo.
I'd like to buy some stickers.,Gostaria de comprar algumas figurinhas.
My mother is crazy.,A minha mãe está louca.
Learning a foreign language is interesting.,Aprender um idioma estrangeiro é interessante.
I don't want to read this book.,Eu não quero ler este livro.
Take a sheet of paper and write!,Pega uma folha e escreve!
I'm sure that he'll succeed.,Tenho certeza de que ele será bem-sucedido.
They usually get home later than us.,Eles geralmente chegam em casa mais tarde que nós.
I'm not as talkative as you.,Eu não sou tão falante quanto você.
I'd like to drink some tea or coffee.,Gostaria de tomar um chá ou um café.
She bought a vacuum cleaner at the supermarket.,Ela comprou um aspirador de pó no supermercado.
It is not easy to catch a hare with your bare hands.,Não é fácil pegar uma lebre apenas com as mãos.
Dogs can't tell colors apart.,Quem vê cara não vê coração.
She walked twenty miles a day.,Ela caminhava vinte milhas por dia.
It isn't a real apartment.,Isso não é um apartamento real.
Her long hair was completely wet.,O seu longo cabelo estava completamente molhado.
My compliments to the hands that made this possible.,Benditas sejam as mãos que fizeram-no possível.
Cook the rice.,Coza o arroz.
I want to go to my bed!,Quero ir para a minha cama!
We're just like brothers.,Somos como irmãos.
I'm thinking of you.,Estou pensando em ti.
I have a project to do.,Eu tenho um projeto a fazer.
"I love you, too.",Eu também te amo.
I want to go to bed!,Quero ir para a cama!
Put a piece of cake aside for me. I have to go.,Separe um pedaço de bolo para mim. Eu tenho que ir.
80% of the world's computerized information is in English.,80% das informações computadorizadas no mundo são em inglês.
My condolences!,Meus pêsames!
I have known the deceased for a long time.,Conheço o falecido há muito tempo.
"He's a year and five months old, but he can't walk yet.","Ele tem um ano e cinco meses, mas ainda não consegue andar."
"A cup of coffee, please.","Uma xícara de café, por favor."
He likes to run.,Ele gosta de correr.
Can you explain to me why you refused his offer?,Você pode explicar para mim por que recusou a oferta dele?
I got divorced.,Divorciei-me.
Give it to her.,Dê isso para ela.
Life is hard.,A vida é dura.
Did you realize that you haven't eaten anything since this morning?,Você percebeu que não comeu nada desde hoje de manhã?
"One cup of coffee, please.","Uma xícara de café, por favor."
How do you do that?,Como você faz isso?
"That might be a little inconvenient for you, don't you think?","Isso poderia ser meio inconveniente para você, não acha?"
That couple was made for each other.,Este casal foi feito um para o outro.
I'll move soon.,Vou me mudar logo.
Do not eat.,Não coma.
We can't deny the fact that Jessie is honest.,Não podemos negar o fato de que Jessie é honesto.
I don't like anything.,Eu não gosto de nada.
Not all those who wander are lost.,Nem todos os que andam ao léu estão perdidos.
Beijing is bigger than Rome.,Pequim é maior que Roma.
You've found a good man.,Você encontrou um homem bom.
She made a serious mistake.,Ela cometeu um erro grave.
Would you like some scrambled egg?,Você quer ovos mexidos?
May I give you some advice?,Posso te dar alguns conselhos?
This is the word I found in the dictionary.,Esta é a palavra que encontrei no dicionário.
That book is small.,Aquele livro é pequeno.
"The Esperanto alphabet consists of 28 letters: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.","O alfabeto esperanto consiste de 28 letras: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z."
Do you speak Turkish?,Vocês falam turco?
Where's the bathroom?,Onde é o banheiro?
"He tried to solve the problem, but had no luck.","Ele tentou resolver o problema, mas não teve sorte."
He decided to abandon law for art.,Ele decidiu abandonar o direito pela arte.
Did you already do your homework?,Você já fez o seu dever de casa?
Do you need help carrying anything?,Você precisa de ajuda pra carregar alguma coisa?
There's always something good in human folly.,Há sempre algo de bom na loucura humana.
"There is no God, unless you invent Him.","Não há Deus, ao menos que você o invente."
Coffee may have a bad effect on the stomach.,O café pode ter um mau efeito no estômago.
I got acquainted with him three years ago.,Eu o conheci três anos atrás.
He likes not only baseball but football as well.,"Ele não gosta apenas de beisebol, mas de futebol também."
My colleague filled in for me while I was sick.,Meu colega ficou no meu lugar enquanto eu estava doente.
A stranger is a friend you just haven't met yet.,Um estranho é um amigo que você apenas não conheceu ainda.
I like to decorate my room with flowers.,Eu gosto de enfeitar meu quarto com flores.
The city is completely devastated.,A cidade está completamente devastada.
"Ten, twenty, thirty, forty, fifty, sixty, seventy, eighty, ninety, one hundred.","Dez, vinte, trinta, quarenta, cinquenta, sessenta, setenta, oitenta, noventa, cem."
Tom and Jim are the same height.,Tom e Jim são da mesma altura.
"In real life kings are powerful, but in chess they're pretty much worthless.","Na vida real os reis são poderosos, mas no xadrez eles são muito inúteis."
"He is loved by many, isn't he? ""Yes, he is.""","Ele é amado por muitos, não é? ""É, sim."""
The Netherlands won the 2010 World Cup.,A Holanda venceu a Copa do Mundo de 2010.
Don't shoot the messenger.,Não atire no mensageiro.
Don't disappoint me.,Não me desaponte.
"In this society where everything is disposable, it is a virtue to use something until it wears out.","Nesta sociedade em que tudo é descartável, usar algo até que se desgaste completamente é uma virtude."
I wonder why women don't go bald.,Pergunto-me por que as mulheres não ficam carecas.
What is the difference between a piano and a fish?,Qual é a diferença entre um piano e um peixe?
You cannot eat your cake and keep it.,Você não pode comer o teu bolo e guardá-lo.
Two Iranian professors of physics were assassinated.,Dois professores iranianos de física foram assassinados.
I hate you very much.,Eu te odeio muito.
The telephone is one of Bell's many inventions.,O telefone é uma das muitas invenções de Bell.
I met him in January.,Eu o encontrei em janeiro.
This patient's life is in danger.,A vida deste paciente está em perigo.
You have to ask for permission from your teacher.,Tu deves pedir permissão do seu professor.
What book did you buy?,Que livro compraste?
My foot is aching.,Meu pé está doendo.
He hates carrots.,Ele odeia cenoura.
Where is the nearest internet cafe?,Onde é o cyber café mais próximo?
Where is the nearest supermarket?,Onde fica o supermercado mais próximo?
"I'd like to go with you, but I'm broke.","Gostaria de ir com você, mas estou duro."
This molecule has a crystalline structure.,Esta molécula tem uma estrutura cristalina.
I wonder if a day will come when money will be something found only in museums.,Será que chegará um dia em que o dinheiro será algo encontrado apenas em museus?
He's always losing his mobile.,Ele sempre perde o celular.
"When it's cold, young people do nothing but drink.","Quando faz frio, os jovens não fazem nada a não ser beber."
He believes that I can do things that I've never even thought of doing.,Ele acredita que eu posso fazer coisas que eu jamais pensei em fazer.
"Governments, in order to teach how to enjoy cell phones without being controlled by them, have established behavior rules that limit their use in public places, such as in churches, in schools, or during tests.","Os governos, a fim de ensinar como desfrutar dos celulares sem ser controlado por eles, estabeleceram regras de comportamento que limitam seu uso em lugares públicos, como igrejas, escolas ou durante testes."
Cats can see even in dark places.,Os gatos conseguem ver mesmo em lugares escuros.
Our team lost all of its games.,Nosso time perdeu todos os jogos.
"It's an attractive price, for this sort of device.",É um preço interessante para esse tipo de aparelho.
Well? Will you come?,Então? Vocês virão?
Why is the sky blue?,Por que o céu é azul?
My wife is a vegetarian.,Minha mulher é vegetariana.
"Have you seen my cell phone? ""It's on the table.""","Você viu meu celular? ""Está em cima da mesa."""
She must be very happy.,Ela deve estar muito feliz.
I've never seen such a wonderful sunset.,Nunca vi um poente tão maravilhoso.
Then who?,Então quem?
I will arrive on 23rd of May.,Eu chegarei no dia 23 de maio.
I think that you're not studying enough.,Acho que você não está estudando o suficiente.
My home is my castle.,Meu lar é meu castelo.
"Even today, the temperature is below zero.","Mesmo hoje, a temperatura está abaixo de zero."
I've found it.,Eu o encontrei!
The problem is that that boy never does what he is told to do.,O problema é que aquele menino nunca faz o que lhe mandam.
This is how I met your mother.,Foi assim que conheci sua mãe.
Did you accompany Peter to Munich?,Você acompanhou Peter até Munique?
"I promised myself, that I'm never gonna talk to her again.",Eu prometi a mim mesmo que nunca falaria com ela novamente.
My mother died when I was a child.,Minha mãe morreu quando eu era criança.
He promised not to be late again.,Ele prometeu não se atrasar de novo.
She promised not to be late again.,Ela prometeu não se atrasar de novo.
Please tell us about your family.,"Por favor, fale-nos sobre sua família."
We have to get him to the hospital before it's too late.,Temos que levá-lo ao hospital antes que seja muito tarde.
Suddenly he saw me.,Subitamente ele me viu.
I was jealous of my brother.,Eu estava com ciúmes do meu irmão.
I want to go to London.,Quero ir para Londres.
"In Japan, the new school year starts in April.","No Japão, o novo ano escolar começa em abril."
Stop that!,Para com isso!
Give it back!,Devolve!
You should have seen that movie.,Você deveria ter visto aquele filme.
"You, too, should have seen that movie.",Você também deveria ter visto aquele filme.
Mr Hashimoto started the engine.,O Sr. Hashimoto arrancou o motor.
It's more polite to say thin than skinny.,É mais educado dizer magro do que fraco.
His mother is worried sick about him.,A mãe dele está doente de preocupação por ele.
Your O's look like A's.,Seus ós parecem ás.
A week has seven days.,Uma semana tem sete dias.
"We know it's difficult, but please don't translate literally.","Sabemos que é difícil, mas por favor, não traduza literalmente."
All that he knows is that he doesn't know that he knows.,Tudo o que ele sabe é que ele não sabe que ele sabe.
I killed the count.,Matei o conde.
I think this dictionary is useful for beginners.,Eu acho que esse dicionário é útil para iniciantes.
We think Venice is a fascinating city.,Achamos Veneza uma cidade fascinante.
I'd like to go to London someday.,Gostaria de ir para Londres um dia.
I went to the shop.,Fui na loja.
I am going to the shop.,Estou indo à loja.
I want to go abroad someday.,Quero viajar ao exterior um dia.
"I don't know what the message of ""Lost"" is, but I know what Twitter's is: everyone wants to be important.","Eu não sei qual a mensagem de Lost, mas eu sei a do Twitter: todo mundo quer ser importante."
Diamonds are forever.,Os diamantes são eternos.
He told her that he loved her.,Disse-lhe que a queria.
He's not one of us.,Ele não é um de nós.
Get outta here!,Sai daqui!
Not again!,De novo não!
I know your language.,Eu sei a sua língua.
I want this television.,Eu quero esta televisão.
"He likes the music. I like it, too.",Ele gosta de música. Eu também gosto.
My friend is completely crazy. Don't pay attention to him.,Meu amigo é completamente louco. Não lhe dê atenção.
Children are a blessing.,Crianças são uma bênção.
The book is my best friend.,O livro é o meu melhor amigo.
The girl went into the forest to look for mushrooms.,A menina foi pra floresta procurar cogumelos.
I wonder if I can add a sentence.,Será que eu posso adicionar uma frase?
The baby was naked.,O bebê estava pelado.
He carelessly forgot the camera on the bus.,"Ele, descuidadamente, esqueceu a câmera no ônibus."
My stomach is grumbling.,Meu estômago está roncando.
Portugal is not an exception.,Portugal não é exceção.
Revenge is a dish which is best served cold.,Vingança é um prato que se serve frio.
When do I have to return the car?,Quando eu tenho que devolver o carro?
"When your resources are limited, you have to prioritize.","Quando seus recursos são limitados, você deve priorizá-los."
You think I don't know what's going on?,Você acha que eu não sei o que está acontecendo?
The weather was magnificent.,O clima estava magnífico.
My book has to be somewhere in the room.,Meu livro tem de estar em algum lugar no quarto.
"Until now, no one has ever seen a Martian.","Até agora, ninguém nunca viu um marciano."
I can't say anything against it.,Eu não posso dizer nada contra isso.
His speech lasted three hours.,O discurso dele durou três horas.
Stay with us.,Fiquem conosco.
I did what I could.,Eu fiz o que pude.
They buy vegetables at the supermarket.,Elas compram legumes no supermercado.
It's my fault.,É minha culpa.
What time does the store open?,A que horas abrem a loja?
"You're interested in a career in foreign relations, aren't you?","Você tem interesse em uma carreira em relações internacionais, não tem?"
You have to give three months' rent as a deposit.,O senhor terá de fazer uma caução de três meses de aluguel.
My hand is in warm water.,Minha mão está em água quente.
This book is not about linguistics.,Este livro não trata de linguística.
"I was tired, but continued working.","Estava cansado, mas continuei trabalhando."
His father died last year.,Seu pai morreu no ano passado.
Today is Saturday.,Hoje é sábado.
He barely escaped being hit and killed by a car.,Ele quase foi atropelado e morto pelo carro.
Today Maral became one year old.,Hoje Maral fez um ano.
They always complain.,Sempre reclamam.
"If you don't know what your goal is, you'll never be able to achieve it.","Se você não sabe qual é o seu objetivo, você nunca será capaz de alcançá-lo."
Try not to get wet because of the rain.,Tente não se molhar por causa da chuva.
I don't want to live alone.,Eu não quero viver só.
I want to watch the film.,Quero ver o filme.
I feel bad today.,Me sinto mal hoje.
"If you want to be happy, then be happy.","Se você quer ser feliz, então o seja."
He shook my hand.,Ele apertou a minha mão.
Meat is expensive nowadays.,Carne é cara hoje em dia.
"With all the teaching and research, I have no time for myself.","Com todas as minhas aulas e pesquisas, eu não tenho tempo para mim."
He doesn't trust the doctor any more.,Ele não confia mais no médico.
You must start immediately.,Deve começar imediatamente.
I like English more than maths.,Eu gosto de inglês mais do que de matemática.
You can count on her.,Você pode contar com ela.
"For him, divorce is a good invention, with one sole disadvantage: you have to get married first.","Para ele, o divórcio é uma boa invenção, com apenas uma desvantagem: você tem que se casar antes."
At eight o'clock I will be ready for work.,Às oito horas em ponto eu estarei pronto para trabalhar.
The alarm sounded.,Soou o alarme.
"Using Tatoeba, you learn languages.","Com o auxílio de Tatoeba, aprendem-se línguas."
CO₂ has a lot to do with the so-called greenhouse effect.,O CO₂ tem muito a ver com o que chamam de efeito-estufa.
This horror movie is really scary. I couldn't sleep after I watched it.,Este filme de terror é realmente assustador. Não consegui dormir depois de assistir a ele.
The events unfolded just as she predicted.,Os eventos manifestaram-se do jeito que ela previu.
"Man is never perfect, nor content.","O homem nunca é perfeito, tampouco contente."
Girls are losing their virginity earlier and earlier.,As garotas estão perdendo a virgindade cada vez mais cedo.
I work in a bank.,Eu trabalho num banco.
The capital of Ukraine is Kiev.,A capital da Ucrânia é Kiev.
The man combs his dog with a brush.,O homem penteia o cachorro com uma escova.
"Spirit, are you there?","Espírito, você está aí?"
"I am become death, the destroyer of worlds.","Tornei-me a morte, a destruidora dos mundos."
I cannot disclose any information about the informant.,Não posso revelar nenhuma informação sobre o informante.
I have a much fresher piece of bread than you.,Eu tenho um pedaço de pão muito mais fresco do que você.
Japan imports great quantities of crude oil.,O Japão importa grande quantidade de petróleo.
Say hello to your parents from me.,Mande um oi aos seus pais por mim.
I'd like to see her again.,Gostaria de vê-la novamente.
I'd like to see them again.,Eu gostaria de vê-los de novo.
This key doesn't fit in the lock.,Esta chave não cabe na fechadura.
He did what he promised to do.,Ele fez o que prometeu fazer.
Are they coming at six or at seven?,Eles vêm às seis ou às sete?
The phone's ringing. I'll get it if you want.,O telefone está tocando. Eu atendo se você quiser.
Can I call you back within twenty minutes?,Posso te ligar de novo em vinte minutos?
This is fucking cool.,Isto é legal para caramba!
Iron is more useful than gold.,O ferro é mais útil do que o ouro.
Which eye is hurting you?,Qual olho lhe dói?
Which brother did you see?,Que irmão você viu?
December has thirty-one days.,Dezembro tem trinta e um dias.
"If you're leaving, please close the door.","Se você está saindo, feche a porta, por favor."
Julia has many roses and many lilies in her garden.,Júlia tem muitas rosas e muitos lírios em seu jardim.
