English,Portuguese
"Alex would correctly describe the object and color, even if he had never seen that object before.","Alex descreveria corretamente o objeto e a cor, mesmo se nunca tivesse visto esse objeto antes."
The worried housewife heard the telephone ring and quickly picked up the receiver.,"A preocupada esposa ouviu o telefone tocar e, rapidamente, o atendeu."
That is mine.,Isso é meu.
That is my school.,Aquela é a minha escola.
Isn't that the Golden Gate Bridge?,Aquela não é a ponte Golden Gate?
One day she met a wolf in the woods.,Um dia ela encontrou um lobo no bosque.
One day I visited my aunt.,Um dia eu visitei minha tia.
One day I found a box there.,"Um dia, encontrei uma caixa lá."
I agree with you to a certain extent.,Estou de acordo com você até um certo ponto.
One morning he saw a pretty girl.,Certa manhã ele viu uma linda garota.
What makes one person a genius and another person a fool?,O que faz de uma pessoa um gênio e de outra um tolo?
A man came to see me yesterday.,Um homem veio me ver ontem.
"If a tree dies, plant another in its place.","Se uma árvore morrer, plante outra no seu lugar."
There lived a king in an old castle.,Lá vivia um rei num velho castelo.
"Polite language, in a sense, spoils a casual atmosphere.","Uma linguagem polida, de certa forma, atrapalha uma atmosfera informal."
"You have to be outside something, able to experience it from a distance, before it makes sense.","Você deve estar do lado de fora de algo, ser capaz de experimentar de uma certa distância, antes que isso faça sentido."
Say the alphabet backwards.,Fale o alfabeto de trás para frente.
How many letters are there in the alphabet?,Quantas letras tem no alfabeto?
'A' comes before 'B' in the alphabet.,"O ""A"" vem antes do ""B"" no alfabeto."
"In the alphabet, B comes after A.","No alfabeto, o B vem depois do A."
The amount of time someone is willing to spend on something may communicate how important it is to him.,O quantidade de tempo que uma pessoa está disposta a gastar em algo pode indicar o quão importante isto é para ela.
Don't drink any alcohol.,Não beba nada alcoólico.
Do you have anything non-alcoholic?,Você tem alguma bebida sem álcool?
He was under the influence of alcohol when he crashed his car.,Ele estava sob efeito de álcool quando bateu seu carro.
Does ALC's web site include an archive of English expressions?,O site da ALC inclui um arquivo de expressões em inglês?
Perhaps that's true.,Talvez isso seja verdade.
We often hear it said that ants are social animals.,Nós frequentemente ouvimos que as formigas são animais sociais.
Alice smiled.,Alice sorriu.
"Alice, not knowing where to find the book, asked her mother where it was.","Como Alice não sabia onde encontrar o livro, perguntou para sua mãe onde ele estava."
Ants are swarming around the sugar.,As formigas estão fervilhando ao redor do açúcar.
"Thank you, brothers.","Obrigado, irmãos."
"You might at least say ""thank you.""","Você devia pelo menos dizer ""obrigado""."
I have more than enough time.,Eu tenho mais que tempo suficiente.
"All things considered, he is a good teacher.","Considerando todas as coisas, ele é um bom professor."
"Taking everything into consideration, the result is better than I expected.","Levando tudo em consideração, o resultado é melhor do que eu esperava."
The history of every country begins in the heart of a man or a woman.,A história de todo país começa no coração de um homem ou de uma mulher.
The Arabic script was replaced by the Roman alphabet.,A escrita árabe foi substituída pelo alfabeto romano.
They keep lambs for meat in Arabia.,"Na Arábia, cria-se cordeiros pela carne."
The storm abated.,A tempestade diminuiu.
"Oh, I'm sorry. I guess I have the wrong number.",Perdão. Devo ter ligado o número errado.
The Americans are a democratic people.,Os Americanos são um povo democrático.
Americans eat a lot of meat.,Estado-unidenses comem um monte de carne.
Americans are very friendly people.,Os americanos são pessoas muito amigáveis.
"Americans spend most of their lives working, being productive.","Americanos gastam grande parte de sua vida trabalhando, sendo produtivo."
There are fifty states in the United States.,Nos Estados Unidos há 50 estados.
"If you are to go to America, you had better learn English conversation.","Se você vai ir para a América, é melhor você aprender inglês."
Do you have any special reason why you want to go to America?,Você tem alguma razão especial para ir aos Estados Unidos?
America is second to none in natural resources.,A América é sem igual em recursos naturais.
America is a country of immigrants.,Estados Unidos é um país de imigrantes.
America is very large.,A América é muito grande.
The United States borders Canada.,Os Estados Unidos fazem fronteira com o Canadá.
America was discovered by Columbus in 1492.,A América foi descoberta em 1492 por Colombo.
"In the justice system of the United States, there are twelve people on a jury.","No sistema penal dos Estados Unidos, há doze pessoas no júri."
Many criminals in America are addicted to drugs.,Muitos criminosos nos Estados Unidos são viciados em drogas.
I was getting used to living in America.,Eu estava me acostumando a viver nos Estados Unidos.
"American politics are interesting to watch, especially during a presidential election.","A política norte-americana é interessante de ver, especialmente durante as eleições presidenciais."
American women didn't have the right to vote.,As mulheres americanas não tinham o direito de votar.
It was dark in the American house.,Estava escuro na casa americana.
You have to cross the ocean to get to America.,Você tem de cruzar o oceano para chegar à América.
"In the U.S., part of the application process to universities usually includes an essay on ""Why I want to go to university.""","Nos EUA, parte do processo de ingresso às universidades geralmente inclui uma redação sobre ""Por que quero ir à universidade."""
"In the U.S., freedom of religion is one of the guarantees of the Bill of Rights.","Nos EUA, liberdade de religião é uma das garantias da Declaração de Direitos."
They speak English in America.,"Nos Estados Unidos, fala-se inglês."
In the U.S. I was often taken to be Chinese.,"Nos EUA, frequentemente me confundem com um chinês."
"In the U.S., it is common for people to write a check instead of paying cash.","Nos EUA, é comum as pessoas passarem um cheque em vez de pagar em dinheiro."
"In the U.S., you have the option, when you enter a restaurant, to sit in the smoking or non-smoking section.","Nos Estados Unidos você tem a opção, ao entrar num restaurante, de se sentar na seção de fumantes ou não-fumantes."
Why do you think soccer isn't popular in the US?,Por que você acha que futebol não é popular nos Estados Unidos?
I will have graduated from college by the time you come back from America.,Eu terei me formado da faculdade quando você voltar dos Estados Unidos.
Don't depend on your parents too much.,Não dependa muito dos seus pais.
Don't be too dependent on others.,Não seja muito dependente dos outros.
Don't be so serious. It's only a game.,Não leve tão a sério. É só um jogo.
Don't be too hard on yourself.,Não seja muito duro consigo mesmo.
Don't be discouraged because you are not very talented.,Não fique desanimado porque você não é muito talentoso.
Not too well.,Não muito bem.
It seems that you are not having a good time here.,Parece que você não está se divertindo aqui.
Such was her fright that she closed her eyes.,Tamanho era o medo dela que ela fechou os olhos.
You shouldn't eat too much candy.,Você não devia comer tantos doces.
The Amazon is the second longest river in the world after the Nile.,"O rio Amazonas é o segundo maior rio do mundo, depois do rio Nilo."
The Apollo program greatly advanced our knowledge of space.,O programa Apollo avançou muito nosso conhecimento do espaço.
Africa is a continent; Greenland is not.,A África é um continente; a Groelândia não o é.
"Africa is a continent, but Greenland is not.","A África é um continente, mas a Groenlândia não é."
Have you ever been to Africa?,Você já esteve na África?
A lot of people in Africa go hungry.,Muitas pessoas na África estão famintas.
Many children die of starvation in Africa.,Muitas crianças morrem de fome na África.
I don't want to go out on a limb.,Eu não quero entrar em apuros.
Can you tell a duck from a goose?,Você sabe diferenciar um pato de um ganso?
How much rent do you pay for the apartment?,Quanto você paga pelo aluguel do apartamento?
She knows she's looking fine.,Ela sabe que está bonita.
That book is a new book.,Este livro é um livro novo.
She's our teacher.,Ela é nossa professora.
How many maids does that lady want to employ?,Quantas empregadas é que aquela senhora quer empregar?
They say there's a Picasso and three Renoirs in that museum.,Dizem que há um Picasso e três Renoirs neste museu.
That cat has beautiful fur.,Esse gato tem um belo pelo.
That store sells a lot of imported goods.,Aquela loja vende muitos produtos importados.
They sell sugar and salt at that store.,Vendem-se açúcar e sal naquela loja.
Do they sell notebooks at that store?,Eles vendem notebooks na loja?
Change buses at that stop.,Troque de ônibus naquela parada.
"That brown one is mine, too.",Aquele marrom também é meu.
Who is that man?,Quem é aquele homem?
Keep watch on that man.,Fique de olho naquele homem.
He has an unpleasant look in his eyes.,Ele tem um olhar desagradável.
That man is an egotist through and through.,Aquele homem é um egoísta em todos os aspectos.
He often uses the slightest thing as a pretext for a fight with anybody.,Ele sempre usa as coisas mínimas como pretexto pra brigar com alguém.
Who is that boy?,Quem é esse menino?
It is no use asking a favor of that man.,Não adianta pedir favores àquele homem.
What he lacks is courage.,O que lhe falta é coragem.
We cannot tell how much that great statesman has done for his country.,Não temos como expressar o quanto aquele grande estadista fez por seu país.
The tycoon endowed each son with a million dollars.,Eu quero algo seco.
Look at that big hammer.,Olha aquele martelão.
His lectures are terribly boring.,Suas aulas são terrivelmente chatas.
Look at that mountain which is covered with snow.,Olhe essa montanha coberta pela neve.
That red tie doesn't go with your suit. Why don't you wear the green one?,Essa gravata vermelha não combina com o seu terno. Por que você não usa a verde?
That politician is full of ambition.,Aquele político é cheio de ambição.
He's going to have a heart attack.,Ele vai ter um ataque do coração.
Is she all right?,Ela está legal?
He is an authority on physics.,Ele é perito em física.
It seems that he believes what he said is right.,Parece que ele acha que o que ele disse é certo.
He is a doctor and a university professor.,Ele é doutor e professor de uma universidade.
He must be Tom's brother.,Deve ser o irmão de Tom.
How long is he going to stay in Japan?,Por quanto tempo ele vai ficar no Japão?
Do you know if he has a girlfriend?,Você sabe se ele tem namorada?
I remember meeting that man at Cambridge before.,Eu me lembro de já ter encontrado aquele homem em Cambridge.
They say that I'm an old woman.,Dizem que sou uma idosa.
"While they were away on holiday, their neighbours looked after the dog.","Enquanto eles estavam fora no feriado, seus vizinhos tomaram conta do cachorro."
That's the woman who wants to see you.,É aquela mulher quem quer te ver.
How did you come to know that gentleman?,Como você veio a conhecer aquele cavalheiro?
That castle was built in ancient times.,Aquele castelo foi construído em tempos antigos.
That boy is running.,O garoto está correndo.
That boy has black hair.,Esse menino tem cabelo preto.
That boy's name is Shintaro Wada.,O nome daquele garoto é Shintaro Wada.
Who's that girl?,Quem é aquela menina?
Who is that woman?,Quem é essa mulher?
Are you interested in that girl?,Você está interessado nessa garota?
You don't have to be very old to remember that event.,Você não precisa ser muito velho para se lembrar daquele acontecimento.
That kind of dress is now in fashion.,Esse tipo de vestido agora está na moda.
That copy differs from the original.,Essa cópia está diferente do original.
That bicycle belongs to our school.,Essa bicicleta pertence à nossa escola.
I wish I had been kind to her then.,Queria ter sido gentil com ela agora.
I wish I had obeyed his directions.,Queria ter obedecido às suas instruções.
That clock is one minute fast.,Esse relógio está um minuto adiantado.
I wish I had been with you then.,Queria ter estado contigo naquele tempo.
Those children use bad words.,Essas crianças usam palavrões.
The child is dirty.,A criança está suja.
The job offer still stands.,A oferta de trabalho ainda está de pé.
You need good equipment to climb that mountain.,Você precisa de um bom equipamento para escalar aquela montanha.
We were younger then.,Éramos jovens naquela época.
Look at those black clouds.,Olhe essas nuvens escuras.
Look at those black clouds. It is going to rain.,Veja aquelas nuvens negras. Logo irá chover.
How old that dog is!,Como aquele cachorro é velho!
That dog runs very fast.,Aquele cachorro corre bem rápido.
Is that dog male or female?,Esse cachorro é macho ou fêmea?
How old is that dog?,Quantos anos tem aquele cachorro?
Look at that building. Is it a temple?,Olha aquele prédio. É um templo?
What's that building?,O que é aquele prédio?
That bridge isn't long.,Aquela ponte não é longa.
That bridge is made of stone.,Aquela ponte é feita de pedra.
That bridge is anything but safe.,Aquela ponte é tudo menos segura.
That comedian is very funny.,Esse comediante é muito engraçado.
That nurse is very kind and polite.,Essa enfermeira é muito gentil e educada.
That bag is mine.,Aquela bolsa é minha.
I want that bag.,Eu quero aquela bolsa.
They teach Chinese at that school.,Ensina-se chinês naquela escola.
They adopted a new method of teaching English in that school.,Adotaram um novo método de ensinar inglês naquela escola.
The company stopped losing money.,A companhia parou de perder dinheiro.
What's that flower?,Que flor é essa?
That song is very popular with young people.,Aquela música é muito popular entre os jovens.
Have you ever heard that song sung in French?,Você já ouviu esta canção cantada em francês?
Look at that house.,Olhe aquela casa.
That house is famous.,Aquela casa é famosa.
That house belongs to him.,Aquela casa pertence a ele.
That house is big.,Aquela casa é grande.
That house is very small.,Aquela casa é muito pequena.
That house belongs to me.,Aquela casa pertence a mim.
That house is much better than this.,Aquela casa é bem melhor do que esta.
The house is haunted.,A casa é mal-assombrada.
Two families live in that house.,Duas famílias vivem naquela casa.
That music gets on his nerves.,Aquela música fica em seus nervos.
What was that noise?,O que foi esse barulho?
I've triumphed over that coward.,Triunfei sobre aquele medroso.
Look at that smoke.,Olha essa fumaça.
You should have seen the movie.,Você deveria ter visto o filme.
That movie is worth seeing.,Aquele filme vale a pena ver.
That restaurant serves excellent food.,Aquele restaurante serve comida excelente.
The restaurant is always packed.,O restaurante sempre está cheio.
I'm staying at that hotel.,Eu estou hospedado naquele hotel.
Don't sit on that bench.,Não sente naquele banco.
It is only a few months since that Frenchman came to Japan.,Aquele francês chegou ao Japão há apenas alguns meses.
The grapes are sour.,As uvas estão azedas.
How high is that building?,Quão alto é aquele imóvel?
It's on the first floor of that building.,Fica no primeiro andar daquele edifício.
Those roses are very beautiful.,Essas rosas são muito bonitas.
Whose notebook is that?,De quem é esse caderno?
I think that style of dress will return again next year.,Acho que esse estilo de vestido vai voltar novamente no ano que vem.
Take the book that has been left on the table.,Pegue o livro que foi deixado sobre a mesa.
Have you finished knitting that sweater?,Você terminou de tricotar aquele suéter?
The show was very interesting. You should have seen it.,O show estava muito interessante. Vocês deveriam ter visto.
May I eat that cake?,Posso comer aquele bolo?
That guitar is so expensive that I can't buy it.,Aquele violão é tão caro que eu não posso comprá-lo.
What did you do with that camera?,Que fizeste com essa câmara?
That naughty child needs a good beating.,Aquela criança travessa precisa de boas palmadas.
You can take part in the meeting regardless of your age.,"Você pode participar da reunião, seja qual for a sua idade."
How did you come to know each other?,Como vocês vieram a se conhecer?
Allow me to introduce my wife to you.,Permita-me te apresentar a minha esposa.
Never teach a child anything of which you are not yourself sure.,Nunca ensine a uma criança algo de que você não tenha certeza.
Nothing can bring you peace but yourself.,Nada pode trazê-lo paz além de você mesmo.
It's my duty to help you.,É minha obrigação te ajudar.
"I'm sorry, I can't help you.",Sinto muito em não poder ajudá-lo.
I never see you without thinking of Ken.,Eu nunca te vejo sem pensar no Ken.
I was born to love you.,Eu nasci para te amar.
Can I call you Bob?,Posso te chamar de Bob?
I'd like to invite you to the party.,Gostaria de convidá-lo para a festa.
I'm thinking of taking you to see Mr Jenkins.,Estou pensando em te levar para ver o Sr. Jenkins.
We are glad to have you in our class.,Estamos felizes em tê-lo na nossa classe.
You were talking in your sleep last night.,Você estava falando dormindo noite passada.
I wish you had been there.,Queria que você estivesse lá.
I wish you had come with us.,Queria que você tivesse vindo conosco.
Do you also like jazz?,Você também gosta de jazz?
Which period of history are you studying?,Que período da história você está estudando?
You shouldn't break promises.,Você não deveria quebrar promessas.
Can you walk with your eyes closed?,Você consegue caminhar com seus olhos fechados?
Are you going to school tomorrow?,Você vai à escola amanhã?
Are you free tomorrow?,Você está livre amanhã?
Do you run every day?,Você corre todo dia?
Do you go shopping every day?,Você vai fazer compras todos os dias?
I wonder if you are truly happy.,Será que você é mesmo feliz?
I admire you.,Eu te admiro.
You look busy.,Você parece estar ocupado.
You were busy.,Você estava ocupado.
Did you get over the cold?,Você se recuperou do resfriado?
What time do you usually leave home?,A que horas você geralmente sai de casa?
Have you ever traveled by air?,Você já viajou por transporte aéreo?
You must help her.,Você deve ajudá-la.
I wish you had not told him about the plan.,Queria que você não tivesse contado a ele sobre o plano.
Do you know where he lives?,Você sabe onde ele mora?
You know who he is.,Você sabe quem ele é.
You look young for your age.,Você parece jovem para a sua idade.
You are not Japanese.,Você não é japonesa.
Do you speak Japanese?,Você fala japonês?
Have you ever been to Nikko?,Você já esteve em Nikko?
You have two books.,Vocês têm dois livros.
Have you ever been to Tokyo?,Você já esteve em Tóquio?
"You have seen Tokyo Tower, haven't you?","Você já viu a Torre de Tóquio, não viu?"
You don't have to get up early.,Você não tem que levantar cedo.
Do you know how old Miss Nakano is?,Você sabe a idade da senhorita Nakano?
You are equal to him in intelligence.,Você é igual a ele quanto à inteligência.
Whose side are you?,Você está do lado de quem?
Who are you talking with?,Com quem o senhor está falando?
With whom did you talk?,Com quem você falou?
You must be more careful to avoid making a gross mistake.,Você deve ser mais cuidadoso para evitar cometer um erro grosseiro.
You must take care of yourself.,Você deve se cuidar.
You should make your attitude clear.,Seja claro nas suas atitudes.
Have you ever climbed Mt. Yari?,Você já escalou o Monte Yari?
All you have to do is to do your best.,Tudo o que você tem que fazer é dar o melhor de si.
Did you ever travel abroad by ship?,Você já viajou para o exterior de navio?
Were you praised by the teacher?,Você foi elogiado pelo professor?
You were busy last week.,Você estava ocupado na semana passada.
Did you go to Ming's party last Saturday?,Você foi à festa de Ming no sábado passado?
Were you here last week?,Você esteve aqui na semana passada?
You are not a student.,Você não é um estudante.
I have faith in your ability to do the right thing.,Tenho confiança no seu poder de fazer as coisas certas.
You guessed right.,Você adivinhou.
Can you cook a meal?,Você sabe fazer comida?
You must not eat too much.,Você não deve comer muito.
Do you play basketball well?,Você joga basquete bem?
Do you get along with your boss?,Você se relaciona bem com seu chefe?
Are you ten years old?,Você tem dez anos?
Can you drive?,Você sabe dirigir?
Did you talk about your hobby?,Você falou do seu passatempo?
You should not stick to your opinion.,Você não deve se aferrar à sua opinião.
Can you will yourself to fall asleep?,Você pode se forçar a dormir?
Will you go with us?,Você vai vir conosco?
You can understand me.,Vocês podem me entender.
Do you know me?,Você me conhece?
I hope that you'll help me.,Espero que você me ajude.
You are not as short as I.,Você não é tão baixo quanto eu.
You must bear my advice in mind.,Você deve manter meu conselho em mente.
You are my pride and joy.,Você é o meu orgulho e a minha alegria.
You may use my typewriter.,Você pode usar minha máquina de escrever.
You may as well come with me.,Você também pode vir comigo.
Do you know where I live?,Você sabe onde eu moro?
Do you believe that there is life after death?,Acreditas que há vida depois da morte?
You have no heart.,Você não tem coração.
You can use my desk if you want to.,"Você pode usar minha escrivaninha, se quiser."
You must do work.,Você tem que trabalhar.
Did you have a good sleep last night?,Você dormiu bem a noite passada?
Were you tired last night?,Você estava cansado na noite passada?
You should have seen that movie last night.,Você deveria ter visto o filme ontem à noite.
You were absent from school yesterday.,Você esteve ausente da escola ontem.
Did you go to school yesterday?,Você foi à escola ontem?
"You were at home yesterday, weren't you?","Você estava em casa ontem, não estava?"
Where do you want to go this summer?,Para onde você quer ir nesse verão?
You don't have to work today.,Você não precisa trabalhar hoje.
What must you do now?,O que você tem que fazer agora?
Have you ever seen a whale?,Você já viu uma baleia?
Have you ever seen her?,Você já a viu?
Have you ever seen Tokyo Tower?,Você já viu a Torre de Tóquio?
Have you ever been to Kobe?,Você já esteve em Kobe?
Have you ever visited Kyoto?,Você já visitou Quioto?
Have you ever visited a foreign country?,Você já visitou um país estrangeiro?
You'd better go home.,É melhor você ir para casa.
Do you like black cats?,Você gosta de gatos pretos?
He said that you had better go.,Ele disse que era melhor você ir embora.
Would you like to go?,Você gostaria de ir?
He said that you ought to go.,Ele disse que você deveria ir.
You can take whatever you like.,Você pode pegar o que quer que você goste.
You must do as you are told.,Você deve fazer o que te mandam.
You are stupid.,Você é estúpido.
You are crazy.,Você é doida.
Do you know how to cook fish?,Você sabe cozinhar peixe?
You will drive me mad.,Você vai me deixar louco.
You need not run the risk.,Você precisa correr o risco.
You made an error.,Você cometeu um erro.
"You play a musical instrument, don't you?","Você toca um instrumento musical, não é?"
Are you a student?,Você é estudante?
Do you go to school on foot or by bicycle?,Você vai para a escola a pé ou de bicicleta?
"You go to school, don't you?","Você vai para escola, não é?"
Have you ever been to a foreign country?,Você já esteve num país estrangeiro?
You are a very good artist.,Você é um artista muito bom.
Are you interested in flowers?,Você está interessado em flores?
How many pencils do you have?,Quantos lápis você tem?
She asked me how old I was.,Perguntou-me minha idade.
Why are you busy today?,Por que estás ocupado hoje?
How often did you visit Kyoto?,Com que frequência você visitou Kioto?
What don't you have?,O que você não tem?
What do you have?,O que você tem?
What are you gazing at?,O que você está olhando?
What are you trying to do?,Você que está tentando fazer?
Do you have anything to read?,Você tem algo para ler?
You seem to have thought of something else.,Você parece ter pensado em algo diferente.
Do you want anything to eat?,Você quer alguma coisa para comer?
Do you believe in any religion?,Você acredita em alguma religião?
Can you think of anything else?,Você consegue pensar em outra coisa?
You have a genius for music.,Você é um gênio para música.
Are you interested in music?,Você tem interesse por música?
You should be more careful at a crosswalk.,Você deveria ter mais cuidado ao cruzar a faixa para pedestres.
Write it in pencil.,Escreva-o a lápis.
Have you ever subscribed to any English language newspaper?,Você já assinou algum jornal de língua inglesa?
Can you communicate in English what you want to say?,Você pode comunicar em inglês o que você quer dizer?
Do you like English?,Você gosta de inglês?
You had better learn either English or French.,É melhor você aprender inglês ou francês.
You're in luck.,Está com sorte.
How many times a week do you go shopping at a supermarket?,Quantas vezes por semana você vai fazer compras no supermercado?
You should follow your doctor's advice.,Você deve seguir o conselho do seu médico.
You referred to my father.,Você se referiu ao meu pai.
Have you been to London?,Você esteve em Londres?
Do you know if Lucy can speak Japanese?,Você sabe se a Lúcia sabe falar japonês?
Do you like apples or oranges?,Você gosta de maçãs ou de laranjas?
You've got a great sense of humor.,Você tem um bom senso de humor.
You need to be more careful.,Você precisa ser mais cuidadoso.
You must do it much more carefully.,Você deve fazê-lo com muito mais cuidado.
You should study English harder.,Você devia estudar inglês com mais afinco.
I took it for granted that you were on our side.,Eu tinha certeza de que você estava do nosso lado.
I took it for granted that you would join us.,Eu tinha certeza de que você se uniria a nós.
I take for granted that you will be coming to the meeting.,Estou certo de que você virá à reunião.
I took it for granted that you would attend the meeting.,Estou certo de que você participará da reunião.
He as well as you is tired of this work.,"Assim como você, ele está cansado deste trabalho."
Have you finished breakfast yet?,Você ainda não terminou o café da manhã?
You are no longer a baby.,Você não é mais nenhum bebê.
Have you finished the suggested reading?,Você já terminou a leitura recomendada?
Have you washed the car yet?,Você já lavou o carro?
Have you finished cleaning your room yet?,Você já terminou de limpar seu quarto?
You are not a child anymore.,Você não é mais uma criança.
Have you heard the news yet?,Você já ouviu as notícias?
You are by far the best swimmer of us all.,"Você é, de longe, o melhor nadador entre nós."
You are absolutely right.,Você está absolutamente certo.
You're still young.,Você ainda é jovem.
Did you really expect him to tell you the truth?,Você estava mesmo esperando que ele te contasse a verdade?
All you have to do is press the button.,Tudo que você tem que fazer é apertar o botão.
What do you have in your pocket?,O que você tem no seu bolso?
What did you say to Paula?,O que você falou para Paula?
Do you have a lot of pens?,Você tem muitas canetas?
Have you ever been to France?,Você já esteve na França?
Have you ever seen the picture painted by Picasso?,Você já viu a figura pintada por Picasso?
What do you have in your bag?,O que tens na tua mala?
Do you go to school by bus?,Você vai para a escola de ônibus?
Which CD do you want to listen to?,Qual CD você quer escutar?
You are so kind.,Você é tão gentil.
Which box do you like better?,De qual caixa você gosta mais?
Where were you going?,Aonde você ia?
You can go wherever you want.,Você pode ir aonde quiser.
Where did you see the woman?,Onde você viu a mulher?
How do you come to school?,Como você vem para a escola?
How did you come by the money?,Como você arranjou esse dinheiro?
How did you come by these rare books?,Como você chegou a estes livros raros?
Did you play tennis?,Você jogou tênis?
I hear that you are a good tennis player.,Ouvi dizer que você é um bom tenista.
Do you know how to play chess?,Você sabe jogar xadrez?
You had better stop smoking.,É melhor que você pare de fumar.
How did you come by such a big sum of money?,Como você conseguiu ganhar tanto dinheiro?
You don't have to get up so early.,Você não tem de acordar tão cedo.
You should have kept it secret.,Você deveria ter mantido isto em segredo.
Did you make it for yourself?,Fizeste-o só?
Can you pick it up?,Você pode pegá-lo?
You have only to ask for it.,Você só tem que pedir.
And you are going to raise it in three days?,E você vai erguê-lo em 3 dias?
You may choose any of them.,Você pode escolher qualquer um.
Can you open the window?,Pode abrir a janela?
Are you in agreement with the new law?,Você está de acordo à nova lei?
You need to answer the question.,Você precisa responder à pergunta.
You had better make use of this opportunity.,É melhor você aproveitar esta oportunidade.
You should have seen the picture.,Vocês deveriam ter visto a figura.
You have only to push the button.,Você só tem que apertar o botão.
Were you able to pass the test?,Você conseguiu passar no teste?
You shouldn't say it.,Você não deveria dizer isso.
It is necessary for you to go there.,É necessário que você vá lá.
You did not say so.,Você não disse isso.
Do you like sports?,Você gosta de esportes?
You are a nice boy.,Você é um menino gentil.
You have been busy.,Você tem estado ocupado.
You must start soon.,Você precisa começar logo.
You must go at once.,Você precisa ir de vez.
You've improved your English.,Você melhorou seu inglês.
Do you like San Francisco?,Você gosta de São Francisco?
Do you play soccer?,Você joga futebol?
You must make your parents happy.,Você deve fazer seus pais felizes.
"If you take this medicine, you'll feel better.","Se tomar este remédio, você se sentirá melhor."
Have you ever heard this opera sung in Italian?,Você já ouviu esta ópera cantada em italiano?
Are you a teacher here or a student?,Você é professor aqui ou aluno?
What did you do yesterday?,O que você fez ontem?
Have you ever learned how to play the guitar?,Você já aprendeu tocar violão?
You do your best to put such thoughts out of his head.,Você faz o seu melhor para tirar tais pensamentos da cabeça dele.
What did you do with your camera?,O que você fez com sua câmera?
Did you call your friend in Canada?,Chamaste a tua amiga do Canadá?
Do you think he is dead?,Você pensa que ele está morto?
You must write your name in ink.,Você tem de escrever seu nome à caneta.
When are you busy?,Quando você está ocupado?
When do you run?,Quando você corre?
When will you come back to school?,Quando vai voltar para a escola?
When did you get home?,Quando você voltou para casa?
You're always complaining!,Você está sempre reclamando!
You are always late.,Você está sempre atrasado.
You should always tell the truth.,Deve-se sempre dizer a verdade.
You don't have to be perfect all the time.,Você não precisa ser perfeito o tempo todo.
How long have you been busy?,Por quanto tempo você esteve ocupado?
Do you have any apples?,Você tem maçãs?
You are all too quick.,Vocês são todos rápidos demais.
Do you think that dress suits her?,Você acha que aquele vestido cabe nela?
Do you know that crying boy?,Você conhece aquele menino que está chorando?
Do you believe in UFOs?,Acredita em OVNIs?
Have you ever returned home before seven?,Você já voltou para casa antes das sete?
You have three pens.,Você tem três canetas.
You have four dogs.,Você tem quatro cachorros.
You have two flowers.,Você tem duas flores.
"You have never been to Okinawa, have you?","Tu nunca foste a Okinawa, pois não?"
Were you home at ten?,Você estava em casa às dez?
Are you a student of a private high school?,Você é estudante de uma escola privada?
Did you carry out your plan?,Você efetivou seu plano?
What time do you go home?,A que horas você vai para casa?
Do you use a word processor?,Você usa um editor de textos?
Have you ever heard her sing on the stage?,Você já a ouviu cantar no palco?
Did you read that thick book?,Você leu aquele livro grosso?
Say hello to your friends.,Diga oi para as suas amigas.
I appreciate your problem.,Estou ciente do seu problema.
Please write down your name.,"Por favor, escreva seu nome."
How do you pronounce your name?,Como se pronuncia o seu nome?
How do you spell your family name?,Como se soletra o seu sobrenome?
Your pulse is normal.,Seu pulso está normal.
I'd like to see your sister.,Gostaria de ver sua irmã.
Listen to me carefully with your book closed.,Ouça-me cuidadosamente com seu livro fechado.
Please forgive me for not answering your letter.,Por favor me perdoe por não ter respondido à sua carta.
Where is your room?,Onde é o seu quarto?
I perceive by your face that you have good news.,"Pela tua cara, parece-me que tens boas notícias."
You are correct in your judgement.,Você está certo em seu julgamento.
Your answer doesn't make sense.,A sua resposta não tem nenhum sentido.
Your suggestion seems irrelevant to our discussion here.,Tua sugestão parece irrelevante à nossa discussão.
What are your strong points?,Quais são os teus pontos fortes?
I wish I had listened to your advice.,Queria ter ouvido seu conselho.
"I would like to hear your voice, too.",Eu também gostaria de ouvir a sua voz.
"How tall are you, and how much do you weigh?",Qual é a sua altura e quanto você pesa?
I'll give you our answer after we go into your proposal in greater detail.,Direi a você nossa resposta depois que tivermos analisado mais detalhadamente sua proposta.
I just adore your new hat.,Eu simplesmente adoro o teu novo chapéu.
"No matter what your profession, or how happy you may be in it, there are moments when you wish you had chosen some other career.","Não importa qual a sua profissão, ou o quão feliz você seja nela, existem momentos que você desejaria ter escolhido outra carreira."
Your train leaves from Platform 10.,Seu trem parte da plataforma 10.
How old is your elder son?,Quantos anos tem seu filho mais velho?
Your job hangs by a thread.,O seu trabalho está pendurado por um fio.
May I take a picture of you?,Posso tirar uma foto sua?
Can I keep one of your pictures?,Posso ficar com uma das suas fotos?
Will you lend your dictionary to me?,Você me empresta o seu dicionário?
What is your name?,Qual é o seu nome?
May I accompany you on your walk?,Posso acompanhá-lo em sua caminhada?
We ask you to account for your conduct.,Nós pedimos a você que se responsabilize pelos seus atos.
I will follow you wherever you go.,Eu irei te seguir aonde quer que você vá.
Your conduct gave rise to another problem.,Sua conduta originou outro problema.
Your ideas are all out of date.,Suas ideias são todas antiquadas.
You may choose any book you like.,Você pode escolher o livro que quiser.
Who is your favorite author?,Quem é o seu autor favorito?
